latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
6.9117,126.7893,72.923,4.9,54,1.211,0.96,3.77,7.524,0.066,72
-11.5648,166.2719,86.02,4.5,31,3.964,0.63,11.01,5.981,0.118,21
26.5336,96.7158,109.239,4.3,65,5.858,0.53,12.37,8.844,0.075,51
-15.0574,-178.5268,420.677,4.4,17,2.468,0.69,11.66,9.057,0.139,15
39.8414,141.656,69.618,4.1,18,1.049,0.31,6.86,4.432,0.174,10
44.605,149.1421,35.0,4.6,73,4.721,0.66,11.54,1.925,0.072,57
-9.9186,121.7796,35.0,4.7,33,1.352,0.99,5.33,1.901,0.099,31
52.6568,-174.3246,236.892,3.8,50,0.271,0.37,10.4,6.601,0.136,14
-45.9818,95.6026,10.0,4.4,21,33.553,0.61,8.09,1.909,0.124,19
-6.4137,131.4916,23.241,4.8,20,3.552,0.95,8.49,6.433,0.144,15
7.4417,125.6982,66.405,4.9,82,0.388,0.61,9.48,4.277,0.066,72
60.686,-58.6764,10.0,4.3,44,5.149,0.87,9.59,1.886,0.08,44
-21.361,-179.4138,600.638,4.4,80,4.318,0.79,12.48,9.196,0.06,80
-31.6731,76.4956,10.0,4.8,41,21.292,0.55,12.83,1.874,0.095,34
41.1082,142.9076,57.545,4.1,73,0.925,0.56,7.6,7.195,0.071,54
-3.2855,141.142,24.139,4.5,15,0.882,0.72,7.48,7.315,0.156,12
50.0872,159.5407,10.0,4.3,22,2.992,0.67,11.24,1.972,0.16,13
31.6492,138.1785,378.015,3.8,34,2.013,0.72,10.35,8.974,0.114,20
-1.6311,-77.6831,172.909,4.2,39,0.368,0.6,7.11,4.974,0.097,32
-24.5531,-70.5644,26.298,4.3,20,1.073,0.95,4.54,7.321,0.16,11
-54.7445,-26.7115,10.0,4.6,22,5.714,0.32,9.42,1.898,0.119,21
34.7431,32.4664,10.0,4.2,32,0.744,0.75,4.65,1.941,0.136,15
25.067,125.0297,35.624,4.3,44,0.996,1.07,6.09,8.616,0.111,25
-0.5648,134.7547,21.378,4.3,22,1.103,0.48,8.4,6.214,0.137,15
40.7407,142.9837,35.0,4.4,27,1.28,0.32,7.07,1.935,0.139,15
14.649,-94.2682,10.0,4.6,65,2.021,0.82,7.09,1.923,0.041,177
52.4339,160.2523,37.376,4.9,98,1.139,0.94,9.99,6.857,0.04,194
16.3594,-97.9939,32.37,4.6,92,0.655,1.31,5.85,6.26,0.035,245
53.2897,159.6701,75.086,5.7,133,0.67,0.68,6.32,4.567,0.019,987
-9.9202,151.9658,10.0,4.4,20,4.766,0.9,8.96,1.894,0.143,14
25.4355,123.4903,182.82,4.1,37,1.058,0.64,6.06,7.12,0.12,19
50.7542,158.8384,35.0,4.3,26,2.276,0.64,8.92,1.914,0.126,18
37.7797,141.9747,58.699,4.3,24,3.087,0.46,10.49,9.08,0.154,12
7.4719,94.371,10.0,4.4,24,3.394,0.83,9.89,1.89,0.135,16
-18.0225,-178.2053,557.71,5.0,175,2.78,0.7,11.84,6.347,0.042,178
52.6444,160.7219,10.0,4.5,38,1.313,0.81,9.49,1.9,0.118,21
52.546,160.9573,10.0,4.4,37,1.481,0.97,8.61,1.814,0.108,25
52.2398,160.6702,10.0,4.1,17,1.46,1.09,12.21,1.951,0.165,11
79.448,4.4962,10.0,4.2,26,1.503,1.01,10.76,1.94,0.121,19
-33.1994,-179.7336,116.454,4.1,18,4.638,1.03,15.6,11.997,0.139,14
2.7113,128.1721,73.75,4.3,35,3.355,1.18,9.42,2.478,0.113,22
