latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
42.8283,83.3861,10.0,4.2,26,2.901,0.93,6.84,1.973,0.16,11
0.1486,121.9721,199.306,4.7,50,2.855,0.62,9.3,7.86,0.075,54
-15.5806,-69.1962,260.68,4.5,161,1.243,0.77,9.91,6.451,0.029,351
51.9237,160.4546,10.0,4.2,24,1.559,0.45,12.7,1.972,0.136,15
46.8926,144.711,382.102,4.2,54,1.338,0.64,12.56,7.46,0.058,83
-19.4012,-176.545,310.539,4.4,69,4.855,0.37,12.74,3.821,0.081,44
32.151,132.099,35.0,4.4,25,1.54,0.53,4.07,1.917,0.123,19
9.3798,93.87,10.0,4.6,60,5.13,0.35,9.32,1.902,0.084,42
-5.9843,146.2924,112.408,4.8,77,3.505,0.82,7.36,3.64,0.047,144
52.1276,160.2459,29.823,4.4,27,1.324,1.15,10.35,6.115,0.112,23
-23.4951,171.78,10.0,4.7,19,4.087,0.71,9.53,1.852,0.134,17
52.0987,161.5807,10.0,4.4,57,2.014,0.67,9.88,1.896,0.06,82
49.4867,159.036,10.0,5.0,99,3.55,0.45,7.72,1.476,0.027,431
-31.8604,-72.2391,21.935,4.2,25,1.09,1.18,4.21,6.434,0.236,5
-47.9879,116.6016,10.0,4.6,16,15.051,0.95,10.84,1.955,0.146,14
-19.9832,-177.9319,558.673,4.4,32,4.328,0.51,18.79,11.352,0.107,25
-15.8655,-72.0021,10.0,4.2,17,2.954,0.76,11.43,1.939,0.236,5
23.9869,121.7603,28.431,4.6,119,0.24,0.52,4.03,5.108,0.056,96
52.2239,160.8208,10.0,4.3,33,1.547,0.91,10.87,1.973,0.105,26
6.4774,126.1084,84.568,4.5,39,0.789,0.58,9.73,6.592,0.09,36
-3.6493,142.2499,35.0,4.7,39,1.912,0.75,7.23,1.928,0.115,23
51.9756,161.0779,10.0,4.5,59,1.818,0.96,11.03,1.939,0.057,91
9.1609,122.607,10.0,4.5,22,3.602,0.74,7.53,1.912,0.132,17
-58.0537,-25.9073,10.0,4.3,9,16.624,0.96,18.57,1.983,0.178,9
51.4931,158.2431,32.584,4.6,30,1.553,0.33,7.97,6.116,0.103,28
49.6385,158.3545,10.0,4.1,17,3.395,0.53,14.04,1.943,0.166,10
-2.0333,138.9557,35.0,4.9,31,0.957,0.59,4.68,1.889,0.104,29
0.2595,126.0832,44.422,4.5,62,1.38,0.71,5.07,6.004,0.078,53
39.6252,143.3878,10.0,4.2,34,2.125,0.85,4.84,1.877,0.115,21
13.2103,145.3437,74.39,4.2,18,0.597,0.6,8.81,7.284,0.153,12
50.0025,155.9659,75.444,4.5,65,3.293,0.71,10.91,7.486,0.062,77
53.7772,160.4941,58.333,4.3,17,1.338,0.59,15.39,12.626,0.177,9
-18.3323,168.4127,39.846,4.3,19,3.094,1.01,8.09,6.816,0.16,13
51.3493,159.4764,10.0,4.6,22,1.752,0.72,9.76,1.997,0.136,16
51.8027,160.2414,10.0,4.5,45,1.564,0.95,9.96,1.94,0.071,59
51.6042,159.9212,10.0,4.0,15,1.622,0.72,8.57,1.89,0.164,10
-1.8217,139.2059,17.683,4.8,36,1.263,0.56,4.86,4.666,0.111,25
52.0621,-171.3436,33.823,3.8,74,1.135,1.3,7.2,8.102,0.09,32
34.8282,24.4278,49.811,4.4,38,2.351,0.35,8.6,7.277,0.134,16
54.6408,165.7863,10.0,4.2,45,4.527,0.55,8.94,1.936,0.091,36
52.9094,160.5623,35.0,4.1,24,1.162,0.8,13.12,1.981,0.126,17
9.9182,-70.7624,10.0,4.5,89,1.036,0.53,5.68,1.888,0.061,78
53.7879,-165.5072,63.549,3.6,34,0.342,0.32,5.81,11.269,0.125,16
7.204,126.7151,73.404,4.5,52,1.135,0.69,8.41,7.236,0.087,41
-6.8229,129.7353,165.067,4.5,36,2.292,0.84,11.54,8.401,0.102,31
49.9712,159.7477,10.0,4.6,31,3.132,0.95,9.63,1.943,0.067,66
29.0344,138.6988,492.848,4.7,213,3.635,0.6,9.39,6.006,0.03,348
51.542,159.5575,36.094,4.5,66,1.585,0.74,9.01,6.941,0.074,53
-10.7121,166.0714,167.65,4.4,33,4.834,0.77,13.47,8.461,0.105,26
20.0387,121.4161,45.644,4.4,79,2.783,0.69,8.83,7.022,0.068,62
50.4731,158.818,10.0,4.6,82,2.556,0.75,5.69,1.687,0.041,179
50.0206,159.3567,10.0,4.4,45,3.039,0.65,9.43,1.884,0.1,29
-16.3051,-73.8752,24.142,4.5,48,3.95,0.63,8.74,5.554,0.088,41
48.4259,84.2462,10.0,4.5,54,1.05,0.62,6.02,1.914,0.083,42
9.7118,93.6542,10.0,4.4,46,5.522,0.42,8.8,1.911,0.102,28
49.3466,156.9729,10.0,4.4,34,3.794,0.58,8.94,1.846,0.108,25
50.5782,160.0052,10.0,4.3,55,2.589,0.72,8.43,1.901,0.081,43
50.4151,157.2643,53.85,4.2,32,2.711,0.69,8.43,9.5,0.115,21
52.2343,159.6189,35.374,4.9,25,0.987,1.08,12.6,8.244,0.132,18
51.2524,159.0823,35.0,4.4,50,1.794,0.73,8.74,1.922,0.08,45
72.0647,0.9333,10.0,4.3,53,7.278,0.49,9.26,1.922,0.084,40
-9.6123,119.5807,67.743,4.9,81,0.709,1.16,6.03,4.964,0.073,59
-22.8674,171.6726,10.0,4.4,13,3.909,0.93,6.98,1.919,0.239,5
-24.1632,-67.5235,204.399,4.1,19,1.347,0.95,7.22,10.203,0.261,4
40.902,143.2141,31.27,5.1,96,1.113,1.06,4.25,5.57,0.065,78
-55.3994,-28.5302,32.45,5.1,80,4.734,0.95,11.29,4.293,0.069,69
52.6365,160.7446,10.0,4.9,120,1.329,0.92,9.45,1.88,0.052,115
36.603,54.8547,10.0,4.1,40,7.864,0.75,9.85,1.969,0.123,18
82.025,89.1723,10.0,4.5,46,12.189,1.09,9.74,1.901,0.089,37
-36.9648,179.0732,10.0,4.4,24,0.854,1.19,5.29,1.931,0.189,10
