latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
52.8429,160.4905,35.025,4.4,81,1.129,0.54,12.23,7.109,0.059,84
19.7893,121.3766,40.045,4.7,94,3.026,0.86,8.62,5.538,0.064,74
-6.4137,131.4916,23.241,4.8,20,3.552,0.95,8.49,6.433,0.144,15
50.8282,160.0911,10.0,4.3,31,2.373,0.51,9.8,1.926,0.106,25
51.5876,160.0455,10.0,4.4,21,1.674,0.58,9.92,1.974,0.123,19
-2.5868,139.5463,38.597,4.6,20,1.158,0.55,6.59,2.978,0.146,14
-18.2947,-64.8709,10.0,4.2,14,0.805,1.01,6.12,1.912,0.132,16
52.7373,161.549,10.0,4.2,20,1.78,0.56,13.96,1.98,0.146,13
-5.8358,148.5634,175.098,4.3,48,3.769,0.75,10.7,7.276,0.084,40
-12.8599,167.3238,10.0,4.7,27,2.574,0.49,13.2,1.947,0.117,24
-13.5455,-76.9197,10.0,4.5,30,1.55,0.79,8.88,1.724,0.07,61
35.4394,6.4989,10.0,4.5,38,2.339,0.99,7.76,1.902,0.106,26
-25.2959,179.7523,513.349,4.4,39,4.442,0.54,13.42,6.681,0.098,30
15.0507,-94.2826,63.526,4.4,73,1.98,1.25,6.27,7.314,0.039,186
50.7225,157.9712,35.0,4.8,52,2.342,0.72,10.32,1.936,0.094,35
-3.4409,144.9966,10.0,4.3,13,2.744,0.49,13.1,1.728,0.201,7
9.2161,93.7176,10.0,4.6,63,5.847,1.04,11.56,1.908,0.078,49
-4.6573,153.5717,108.393,4.6,58,1.478,0.76,6.99,4.56,0.062,78
51.7965,159.2496,35.0,4.4,70,1.283,0.69,9.14,6.589,0.05,118
-26.4331,-177.421,111.385,4.0,14,2.852,0.71,11.29,10.884,0.143,13
-29.7682,-71.3894,68.03,4.3,22,0.199,0.34,5.08,6.304,0.266,4
12.7375,-88.5933,53.012,4.1,18,0.773,1.06,8.33,10.46,0.214,6
-17.4241,167.8977,35.0,4.4,13,2.076,0.78,6.22,1.931,0.22,7
49.9806,159.4416,10.0,4.6,65,3.087,0.58,9.74,1.913,0.072,57
22.9851,63.5117,10.0,4.1,21,6.962,0.51,14.55,1.955,0.135,15
-9.8236,109.6451,35.0,4.5,36,2.867,1.26,7.1,1.928,0.103,28
-0.0171,-17.3605,10.0,4.5,8,8.413,0.33,14.17,1.95,0.312,3
-0.8989,120.3595,10.0,4.5,40,1.628,0.98,5.23,1.87,0.111,24
27.4785,52.6021,10.0,4.5,68,4.103,0.37,8.67,1.86,0.065,69
-49.4283,-8.074,10.0,4.5,17,22.446,0.74,13.26,1.934,0.132,17
-0.1151,122.9046,98.149,4.2,24,2.447,1.0,7.19,9.753,0.136,15
43.6347,147.8298,10.0,4.8,80,3.799,0.7,8.77,1.895,0.069,65
49.3716,156.3627,34.158,4.5,73,3.835,0.94,10.4,5.639,0.048,127
10.5892,-42.6348,10.0,4.3,21,11.309,0.68,11.32,1.631,0.133,16
-22.8304,-177.7355,390.205,4.1,13,6.42,0.31,19.46,6.731,0.12,21
48.2839,154.3139,53.519,4.7,87,5.287,0.64,9.33,7.152,0.063,76
51.6416,-176.4803,58.164,3.7,33,0.225,0.4,4.87,8.395,0.178,8
51.4621,159.733,10.0,4.7,47,1.7,1.28,9.34,1.887,0.072,59
43.2393,-126.9507,10.0,3.9,22,1.692,0.36,8.07,2.012,0.17,9
