latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
52.3085,159.9557,61.245,4.8,46,1.59,0.85,10.83,6.905,0.092,36
51.1203,158.2101,46.91,4.9,40,1.925,0.89,9.98,7.196,0.055,104
52.1808,160.4261,10.0,4.4,18,1.373,1.19,13.63,1.948,0.127,18
-42.7116,172.0928,18.856,4.1,40,0.149,1.01,4.36,6.747,0.233,5
-22.7481,-66.3292,245.534,4.3,19,1.718,0.4,9.75,13.36,0.188,8
-20.9999,-174.4345,35.0,4.3,14,45.323,0.35,10.41,1.944,0.154,12
-18.1107,-178.2408,575.904,5.1,89,2.801,0.64,11.51,6.395,0.025,534
-9.0626,124.0975,94.912,4.0,14,0.708,0.88,8.23,7.782,0.183,8
17.1574,-95.3058,67.199,4.2,71,0.727,0.82,4.2,10.215,0.055,92
-33.5175,-178.8855,39.498,4.0,19,4.639,1.01,13.72,8.697,0.139,14
51.6343,160.144,10.0,4.3,31,1.666,0.81,9.17,1.93,0.104,26
-24.333,179.818,511.166,4.2,30,5.29,0.56,12.52,15.077,0.115,21
52.5494,160.9169,25.765,4.0,21,1.456,0.87,7.57,4.822,0.123,18
-19.989,-177.8639,430.41,4.4,39,4.371,0.5,16.46,10.15,0.089,36
40.8201,143.3748,35.0,4.3,26,1.205,0.44,6.17,1.937,0.133,16
29.2911,129.2257,10.0,4.6,55,2.452,1.0,6.32,1.865,0.073,56
50.2966,158.3914,10.0,4.1,29,2.735,0.9,6.18,1.905,0.109,23
-22.9693,170.5406,10.0,4.3,21,2.877,0.82,8.99,1.942,0.154,15
-20.7394,-177.7569,477.638,4.4,48,4.954,0.87,14.41,8.027,0.09,36
9.605,126.1838,10.0,4.7,14,2.589,0.5,14.08,1.928,0.208,7
48.939,156.5067,10.0,4.3,28,4.242,0.4,8.39,1.605,0.123,19
51.8412,159.893,35.0,4.6,32,1.408,1.03,11.95,1.939,0.098,31
51.7562,158.1845,72.653,4.9,87,1.301,0.77,8.7,5.986,0.028,388
6.2483,126.4764,83.347,4.6,70,1.208,0.73,7.84,5.844,0.056,96
12.0222,-69.6299,10.0,4.5,61,3.271,1.14,8.36,1.89,0.08,45
50.3652,159.5367,10.0,4.2,33,2.719,0.96,12.03,1.92,0.116,21
-24.044,178.7717,544.318,4.1,18,6.303,1.01,21.09,13.903,0.14,17
42.882,144.9575,104.464,4.4,130,1.589,0.43,9.06,6.952,0.045,139
-0.6616,123.2397,18.91,4.5,41,0.601,0.7,5.01,4.612,0.106,27
-12.4359,167.0004,233.458,4.2,51,3.0,0.66,13.6,7.738,0.079,45
43.0205,150.1351,10.0,4.4,21,5.254,0.67,11.28,1.583,0.155,12
9.4054,40.0981,10.0,4.6,46,1.489,0.72,10.28,1.952,0.081,45
51.4188,158.7366,10.0,5.4,109,1.608,0.8,7.66,1.736,0.02,814
51.9558,159.3282,67.252,4.0,11,1.147,0.24,14.51,6.424,0.197,7
51.5809,157.3303,76.79,4.2,50,1.546,0.68,12.04,7.901,0.066,64
-10.6594,162.4336,77.213,4.5,23,2.732,0.86,12.64,9.362,0.118,21
-26.5905,178.7837,550.873,4.0,19,3.948,0.83,15.62,11.917,0.139,14
43.4593,83.259,10.0,4.4,34,2.754,0.42,7.95,1.91,0.107,25
-4.2717,102.1788,52.473,4.9,62,0.78,0.83,7.03,6.819,0.082,46
50.1857,156.7908,53.295,4.3,39,2.981,0.51,13.46,8.463,0.104,26
-18.7191,-67.2855,237.965,4.3,29,2.036,1.22,7.95,9.088,0.143,14
-18.6281,-177.721,624.188,4.4,42,3.503,0.58,16.6,9.549,0.09,35
-48.991,125.3587,10.0,4.1,11,17.161,0.5,14.86,1.942,0.175,9
26.4927,140.471,385.072,4.7,111,1.645,0.79,8.63,6.186,0.025,478
7.805,126.5145,93.398,4.4,35,1.181,0.64,11.01,7.784,0.105,26
29.051,51.4812,10.0,4.2,81,5.871,0.49,9.01,1.851,0.069,63
-47.7942,116.0167,10.0,4.8,25,14.878,0.67,12.94,1.909,0.135,22
52.6221,161.0414,10.0,4.8,34,1.506,0.83,10.25,1.913,0.103,29
-44.3879,-81.819,10.0,4.7,33,7.007,0.98,12.77,1.916,0.095,34
50.7248,158.2866,35.0,4.3,27,2.313,0.74,9.79,1.94,0.119,20
50.9192,159.0129,10.0,4.2,24,2.119,0.82,11.79,1.985,0.14,14
46.3138,152.7644,30.579,4.4,41,7.51,0.56,11.09,6.226,0.112,23
52.5071,160.7335,35.25,4.2,29,1.368,1.12,5.49,8.01,0.115,21
51.0445,157.1213,70.239,4.6,89,2.097,0.62,10.96,7.083,0.037,224
2.9943,127.6714,97.541,4.5,49,2.229,0.95,7.95,6.871,0.09,36
17.4847,-61.2607,22.975,4.3,39,0.533,0.82,5.65,7.212,0.201,8
-15.9117,-75.5832,10.0,4.5,15,4.088,1.32,8.87,1.833,0.204,7
9.4556,-40.4801,10.0,4.4,16,12.813,1.04,14.22,1.931,0.162,11
36.5615,71.0773,199.491,4.2,57,2.584,0.58,5.17,8.594,0.09,34
-22.8548,-179.492,528.326,4.4,22,5.581,0.72,8.71,12.299,0.154,17
50.3306,156.7503,74.284,4.6,113,2.844,0.63,9.64,7.079,0.037,217
51.5332,159.6339,31.098,4.4,36,1.61,0.93,10.1,6.129,0.096,34
-37.4248,51.5607,10.0,4.6,35,23.682,0.57,15.32,1.86,0.116,22
53.0468,159.5216,73.927,4.7,163,0.527,0.71,9.3,6.013,0.033,272
51.6501,159.9621,37.046,4.4,37,1.594,1.07,11.09,7.9,0.1,29
-3.8117,131.512,10.0,4.5,77,1.152,1.06,5.84,1.854,0.067,66
14.3963,-94.0127,10.0,4.4,42,1.864,0.79,7.72,1.922,0.062,77
50.4654,159.93,10.0,4.4,41,2.682,0.6,5.65,1.865,0.086,39
3.0847,-31.4127,10.0,4.6,22,20.227,0.74,13.45,1.898,0.128,21
-55.7918,-26.7357,10.0,4.3,14,5.808,0.4,11.99,1.914,0.154,13
50.369,158.6245,20.346,4.8,78,2.658,0.71,11.12,5.495,0.04,190
13.2781,145.1362,59.489,4.1,15,2.045,0.65,9.45,9.258,0.184,8
35.2719,23.275,44.596,4.3,77,2.193,0.76,9.02,8.85,0.064,69
52.8515,160.8605,10.0,4.1,23,1.349,0.58,12.51,1.841,0.14,14
51.6947,159.1933,30.051,4.3,28,1.372,0.92,9.97,8.63,0.122,19
51.4128,159.5325,26.057,4.6,30,1.702,0.87,7.52,6.434,0.122,20
-13.3198,-111.7371,10.0,5.1,94,13.919,0.58,13.96,1.917,0.057,100
-12.6601,166.4009,70.742,4.6,35,2.878,0.58,11.3,6.135,0.1,30
-52.8748,28.1561,10.0,4.3,17,21.161,0.52,15.09,1.915,0.138,15
-34.8108,-108.6124,10.0,4.9,82,7.685,0.43,13.8,1.908,0.055,105
83.8577,113.1236,10.0,4.9,84,12.637,0.92,8.99,1.869,0.037,228
