latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
42.6832,17.6545,10.0,4.4,84,1.213,0.98,4.27,1.884,0.076,50
51.2481,159.4835,10.0,4.6,35,2.163,0.73,10.03,1.975,0.092,35
36.6031,68.0294,10.0,4.3,73,2.237,0.7,6.45,1.902,0.067,64
51.4913,160.044,10.0,4.0,30,1.757,0.65,7.4,1.872,0.119,19
51.3186,157.5609,75.027,4.1,34,1.794,0.93,9.18,7.743,0.097,29
52.3467,160.6799,10.0,4.1,19,1.409,0.92,10.97,1.963,0.174,9
-8.1718,-75.8205,10.0,4.9,65,3.117,0.75,9.33,1.885,0.05,127
52.1117,160.3842,10.0,4.4,25,1.398,1.05,9.14,1.93,0.117,21
52.3516,160.0326,41.261,4.7,70,1.078,0.96,10.47,7.166,0.064,73
52.6104,160.9417,22.815,4.9,184,1.451,0.63,8.36,5.283,0.035,258
51.6416,-176.4803,58.164,3.7,33,0.225,0.4,4.87,8.395,0.178,8
-8.3706,117.8192,21.11,4.5,35,0.456,0.79,4.97,5.267,0.118,24
-24.4339,179.8881,531.868,4.4,33,6.872,0.7,14.88,11.563,0.107,25
36.5122,70.5863,205.298,4.3,35,2.318,1.04,7.27,8.085,0.108,24
28.4842,105.1015,10.0,4.5,55,7.544,1.22,9.41,1.884,0.07,60
9.3633,93.9614,40.127,5.0,54,5.064,0.91,10.29,5.366,0.091,38
27.8871,-111.887,10.0,4.9,57,0.647,0.8,4.15,1.895,0.074,57
-17.667,-178.5919,546.446,4.4,43,2.28,0.79,9.84,6.331,0.093,33
-35.5066,-105.6565,10.0,4.9,157,8.925,0.56,12.63,1.895,0.046,153
-7.1616,130.0467,68.662,4.3,37,4.751,0.72,8.31,6.907,0.113,22
-15.5916,-7.1765,10.0,4.4,17,1.425,1.16,11.46,1.905,0.138,15
4.0528,127.934,69.783,4.6,18,2.539,0.52,13.25,9.109,0.136,16
-20.5072,169.7026,97.56,4.3,15,2.966,0.45,10.94,10.27,0.161,11
51.9219,160.1888,25.716,4.0,31,1.45,0.82,8.63,6.667,0.102,27
51.3629,159.5807,10.0,4.4,36,1.759,0.85,7.14,1.895,0.121,21
-20.7635,-177.935,466.672,4.4,58,4.835,0.68,14.82,8.26,0.071,57
52.1506,160.1533,28.342,4.4,43,1.267,0.92,9.75,5.661,0.095,32
49.3741,155.5437,59.187,4.5,25,3.977,0.76,11.29,8.224,0.124,19
64.5469,-39.8663,10.0,4.1,18,4.245,0.54,8.0,1.556,0.145,13
13.9924,-89.8803,10.0,4.0,23,0.132,0.77,2.93,1.934,0.15,12
18.3705,-80.1087,10.0,4.2,43,2.45,0.97,6.83,1.855,0.115,22
-3.0453,129.5909,10.0,4.4,24,2.657,1.11,7.53,1.896,0.143,14
-18.1459,-178.145,571.372,4.0,25,2.896,0.82,9.71,10.414,0.119,19
26.0221,128.3885,10.0,4.3,23,0.817,1.2,5.63,1.259,0.142,14
52.2338,160.3119,38.415,4.5,30,1.285,1.27,12.1,7.831,0.108,25
51.0642,159.5188,23.123,4.2,28,2.034,0.99,9.46,5.385,0.121,19
51.4551,159.0953,35.865,4.7,34,1.594,1.04,10.08,7.847,0.102,29
29.5759,51.466,10.0,4.6,49,6.248,0.89,8.99,1.871,0.061,81
60.3945,-139.5724,10.0,4.1,41,0.453,0.9,4.46,1.319,0.261,4
54.3524,58.9495,10.0,3.7,15,2.066,0.93,6.45,1.692,0.251,4
-41.3503,-75.3033,10.0,4.4,24,2.049,0.75,9.03,1.922,0.144,14
-19.9329,-69.3401,103.094,4.3,18,0.271,0.64,6.33,3.687,0.238,5
-56.3874,-27.8692,149.21,4.3,26,5.352,1.04,14.38,9.194,0.104,26
51.732,161.0974,10.0,4.1,18,1.981,0.92,10.2,1.936,0.166,10
-20.2152,-69.1538,96.072,4.1,20,0.074,0.78,4.87,3.376,0.175,9
51.8718,158.3396,43.391,4.4,38,1.169,0.76,10.16,7.663,0.088,37
-37.6588,51.7353,10.0,4.4,21,8.765,0.83,10.27,1.65,0.139,15
1.8647,128.5913,10.0,4.5,36,1.636,0.78,9.02,1.884,0.088,44
-2.1624,139.0509,19.002,4.7,37,1.023,0.69,7.07,4.861,0.095,34
-11.1036,165.5075,10.0,4.5,14,4.622,0.92,9.51,1.966,0.181,9
32.3382,56.224,10.0,4.1,15,7.366,1.13,14.5,1.979,0.114,23
23.8192,113.0399,10.0,4.0,28,4.927,0.57,9.95,1.935,0.164,10
50.191,-179.3977,10.0,3.7,52,1.413,0.55,6.66,1.978,0.115,19
20.9127,121.0522,26.785,5.1,131,1.896,0.62,8.65,5.363,0.052,121
6.3659,123.9582,529.927,4.0,57,1.755,0.71,12.36,7.89,0.078,45
-6.1939,131.5375,27.083,4.6,32,2.324,0.65,7.47,6.41,0.129,21
-16.3231,-174.1109,119.116,4.7,56,3.289,0.77,10.32,7.059,0.071,61
18.8501,145.7151,201.514,4.7,96,3.59,0.82,9.99,7.219,0.031,317
10.2097,125.9317,10.0,4.5,48,3.139,0.72,8.11,1.901,0.086,40
-18.1439,-179.3826,647.752,4.6,107,2.041,0.83,10.66,4.657,0.029,352
9.2343,93.9758,10.0,4.3,17,5.595,0.23,12.44,1.949,0.168,10
39.2754,28.8874,10.0,4.1,31,1.426,0.77,4.13,1.937,0.185,8
50.1512,157.6116,35.0,4.3,29,2.948,0.53,10.04,1.934,0.119,20
-2.5272,28.9942,10.0,4.4,30,8.37,0.65,9.58,1.825,0.112,23
-6.7507,130.0274,122.601,4.3,48,2.217,0.72,9.33,2.596,0.091,37
52.8481,160.7097,10.0,4.2,17,1.259,0.64,11.34,1.945,0.152,12
-8.2613,107.1413,35.0,4.7,55,0.94,0.65,7.38,1.886,0.087,40
51.3318,158.3493,81.115,4.0,28,1.704,0.82,11.56,9.024,0.118,20
12.9136,121.1533,122.525,4.4,55,7.26,0.69,9.23,7.42,0.084,40
-17.6491,-178.6677,615.931,4.1,30,2.209,1.01,21.83,12.517,0.103,26
12.214,125.5886,10.0,4.7,28,5.112,0.58,13.73,1.897,0.12,21
50.737,157.9449,48.699,4.0,54,2.331,0.38,12.12,7.753,0.083,39
51.4311,159.3289,35.0,4.4,22,1.649,0.58,10.39,1.944,0.134,16
51.3345,159.5784,10.0,5.0,64,1.786,1.27,9.34,1.896,0.052,118
-21.9951,-177.9062,359.768,4.3,17,5.686,1.06,15.7,12.812,0.153,12
-21.1246,-68.5008,136.078,4.7,35,0.925,0.82,6.53,5.712,0.087,40
51.0765,160.8599,10.0,4.1,20,2.38,0.59,6.18,1.911,0.145,13
55.2584,110.3102,10.0,4.3,23,4.556,0.94,5.64,1.929,0.129,17
-7.024,150.1524,10.0,4.8,45,3.281,0.78,10.47,1.878,0.079,49
52.1106,160.5416,10.0,5.0,103,1.473,0.82,8.19,1.881,0.055,105
