latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
50.1042,157.3901,35.0,4.2,69,3.014,0.62,9.4,1.918,0.071,55
41.0148,142.6678,51.628,4.5,64,1.065,0.67,6.32,7.375,0.071,58
-20.9432,-178.6525,554.416,4.3,49,4.449,0.63,14.25,10.046,0.082,44
50.9242,159.1394,21.179,4.3,61,2.124,0.78,8.85,4.733,0.075,51
48.1893,153.2737,140.047,4.5,155,5.671,0.63,10.71,7.202,0.043,157
52.099,-171.166,35.0,3.6,19,1.661,0.7,7.4,2.006,0.151,11
43.9746,-128.2335,10.0,4.3,93,3.034,0.84,7.62,1.915,0.062,73
28.2227,139.1995,520.38,3.6,28,2.876,0.62,15.18,10.673,0.118,18
39.4657,143.38,10.0,4.9,57,2.213,0.83,7.4,1.882,0.05,128
52.8882,161.1933,10.0,4.2,34,1.545,0.98,12.81,1.961,0.107,24
38.8378,70.6248,10.0,4.8,55,1.114,0.9,5.4,1.878,0.079,50
51.29,159.761,10.0,4.3,18,1.866,0.3,11.65,1.979,0.161,13
51.6259,160.4499,10.0,4.3,21,1.783,0.62,7.61,1.966,0.154,12
52.9883,160.5348,10.0,4.8,59,1.14,0.67,9.47,1.87,0.08,48
12.1239,-86.6872,121.963,4.8,139,0.43,0.82,6.03,5.266,0.043,165
52.6958,160.4507,35.0,4.8,128,1.14,0.87,9.34,1.855,0.031,319
51.6223,160.0907,10.0,4.3,38,1.659,0.88,8.13,1.895,0.093,33
51.3118,159.4683,28.881,4.3,22,2.103,0.72,10.81,5.881,0.126,18
3.9206,126.0371,98.428,4.5,31,0.98,0.65,5.16,7.81,0.124,20
-35.6874,-18.7212,10.0,5.0,47,22.811,1.21,5.19,1.87,0.085,44
54.5526,-160.1044,38.786,3.8,55,0.409,0.73,6.08,11.35,0.36,2
30.561,70.2875,10.0,4.0,37,4.061,1.18,12.41,2.008,0.149,12
14.5854,-91.5632,127.024,4.0,52,0.026,0.56,8.27,10.675,0.076,47
16.3807,-59.5794,10.0,4.9,139,1.42,0.7,6.25,1.866,0.03,342
29.0951,129.3672,11.431,4.4,48,2.45,0.99,6.97,4.721,0.097,31
21.9783,143.4867,206.886,4.2,44,5.231,0.55,12.22,8.251,0.092,33
51.7773,159.4346,35.0,4.2,36,1.337,1.23,8.46,1.909,0.106,26
27.8628,131.2057,10.0,4.7,30,2.035,0.85,7.24,1.887,0.13,18
52.5233,160.802,10.0,4.5,51,1.4,0.83,11.13,1.912,0.07,59
52.0887,160.897,10.0,4.2,26,1.661,0.38,11.36,1.938,0.128,17
16.9906,-94.3742,118.476,4.5,55,0.392,1.12,7.34,5.344,0.042,165
16.3948,40.97,10.0,4.4,35,3.765,0.38,10.22,1.937,0.105,26
51.5999,158.1903,38.568,4.9,65,1.453,0.59,9.27,6.03,0.031,325
-5.5494,147.3749,197.913,5.0,111,3.483,0.94,6.42,4.518,0.039,220
-24.2712,179.736,574.872,4.1,19,5.375,0.54,15.13,11.072,0.145,13
51.8396,158.7165,60.623,4.2,49,1.186,0.72,9.17,7.477,0.061,76
52.6369,160.1565,35.0,4.4,28,0.993,0.91,10.71,1.948,0.138,15
10.8836,-86.7301,10.0,4.4,39,1.343,0.54,7.37,1.913,0.075,52
-5.7622,146.629,90.482,4.6,49,3.657,1.07,9.04,7.726,0.074,54
52.7639,160.8662,10.0,4.5,15,1.368,0.58,9.33,1.959,0.151,13
14.1676,147.2017,10.0,4.2,16,1.728,0.66,7.09,1.931,0.199,7
-33.2074,-178.8684,35.0,4.2,19,4.031,1.2,11.18,1.976,0.147,13
-4.879,145.3954,156.556,4.6,35,4.825,0.5,10.88,8.312,0.063,75
5.7139,123.9966,520.692,4.4,78,1.769,0.65,10.94,7.338,0.072,56
-2.7983,147.9022,10.0,4.4,18,0.922,0.77,6.22,1.909,0.17,10
50.1343,156.9345,51.578,5.0,93,3.016,0.54,10.22,6.168,0.023,587
52.847,160.457,10.0,4.5,23,1.108,0.71,7.58,1.956,0.116,22
-4.5266,152.6067,99.507,4.3,27,0.553,1.05,11.17,6.095,0.133,18
27.9136,127.8973,10.0,4.3,23,1.124,0.65,7.02,1.9,0.147,13
37.855,144.1509,10.0,4.7,60,3.783,0.98,9.48,1.904,0.064,74
-17.1353,-178.6975,532.874,4.2,38,1.963,1.29,16.68,9.994,0.1,28
-24.4396,179.2269,545.001,4.4,31,5.418,0.58,13.73,13.468,0.105,26
-6.1652,151.4946,10.0,4.6,36,5.367,0.74,13.16,1.93,0.094,45
-15.8374,166.9705,10.0,4.1,8,0.448,0.17,6.38,1.892,0.369,2
-19.0163,-174.7653,93.302,4.8,63,4.576,0.88,11.59,7.239,0.033,287
51.8831,160.1375,10.0,5.0,95,1.461,0.97,8.48,1.872,0.043,173
51.4803,161.0963,10.0,4.4,36,2.156,0.84,9.62,1.903,0.071,57
29.3393,129.4194,10.0,4.8,39,2.34,0.85,7.37,1.888,0.105,30
-6.4454,130.7902,89.641,4.9,78,3.793,0.74,7.66,7.31,0.062,82
36.9108,141.6126,35.0,4.2,27,2.759,1.03,8.03,1.952,0.159,11
-9.3565,114.4401,50.95,4.0,13,0.926,1.03,8.19,10.778,0.212,7
45.3712,149.0886,116.134,4.2,40,4.674,0.48,10.9,8.288,0.103,26
42.4627,72.3418,10.0,4.2,17,0.739,1.0,3.26,1.484,0.215,6
51.2367,159.6402,10.0,4.6,25,1.891,0.45,9.11,1.925,0.192,13
49.4716,155.5842,78.223,4.3,51,3.876,0.55,10.85,7.701,0.068,62
51.3679,159.5568,10.0,4.4,32,1.749,1.16,12.33,1.925,0.101,28
14.841,-94.4289,10.0,4.5,69,2.139,0.73,6.48,1.915,0.055,99
52.2761,160.6707,22.286,4.4,92,1.441,0.69,9.81,5.785,0.059,83
-22.0863,-68.9743,102.907,4.3,15,0.381,0.56,5.41,4.764,0.216,6
-6.1107,153.6281,10.0,4.6,19,2.401,0.38,8.32,1.914,0.132,17
15.9531,-96.6817,35.0,4.4,101,0.45,0.91,5.64,1.936,0.047,130
53.6338,159.9378,56.364,4.2,41,0.985,1.05,11.66,8.279,0.091,33
40.769,143.1019,39.877,4.1,29,1.245,1.0,6.48,6.801,0.134,15
21.0837,121.9257,10.0,4.8,117,1.896,0.73,2.31,1.839,0.049,127
49.8432,155.9557,68.479,4.2,45,3.446,1.14,10.52,6.508,0.1,32
16.4311,41.1504,10.0,4.2,27,3.632,0.84,11.84,1.939,0.132,16
52.2673,160.1483,35.0,4.4,43,1.712,0.78,12.12,1.908,0.087,38
11.0009,124.0083,10.0,4.5,34,12.079,0.62,15.28,1.926,0.11,24
-6.5885,128.4001,264.724,4.2,18,5.161,0.58,8.33,10.662,0.214,6
40.292,141.8692,35.0,4.4,25,0.789,1.13,5.85,1.899,0.138,15
