latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
13.5684,144.8388,111.825,4.8,49,0.035,0.64,6.03,4.25,0.084,44
52.5168,160.6683,10.0,4.4,70,1.327,0.79,11.07,1.92,0.062,74
-5.571,129.3156,287.436,4.1,20,1.195,0.35,13.08,8.952,0.13,16
50.5114,156.3963,93.002,4.3,17,2.723,0.62,12.95,9.25,0.189,9
51.2039,-173.9997,10.0,3.7,53,1.007,1.02,5.09,1.91,0.091,31
47.0041,153.0548,46.818,4.6,45,7.043,1.23,11.41,5.91,0.051,113
52.6742,160.2915,15.627,4.2,61,1.055,0.66,9.15,5.245,0.071,56
51.9986,160.378,10.0,4.5,65,1.473,1.37,9.5,1.888,0.069,62
-5.8578,152.5154,10.0,4.1,18,1.692,0.44,7.97,1.743,0.145,13
42.1998,80.6965,10.0,4.4,19,1.437,1.21,4.85,1.945,0.169,10
-21.2037,168.5192,10.0,4.9,33,1.72,0.46,4.52,1.909,0.12,22
-8.0643,-75.7757,19.437,4.9,100,3.06,0.65,7.4,4.318,0.051,121
51.0231,158.389,35.0,4.7,78,2.01,0.95,8.13,1.852,0.032,345
52.1655,160.3738,10.0,4.9,167,1.358,0.77,8.79,1.875,0.045,153
50.3306,156.7503,74.284,4.6,113,2.844,0.63,9.64,7.079,0.037,217
-5.5697,147.1227,181.98,4.7,49,3.511,0.81,4.99,7.634,0.043,167
10.7143,-62.8249,109.287,4.7,60,1.818,0.97,9.83,7.775,0.035,246
0.8463,126.0635,35.0,4.6,67,1.305,0.64,4.76,1.882,0.086,42
51.6758,159.2119,61.022,4.4,26,1.393,0.71,11.26,8.668,0.107,26
-17.6656,168.2501,63.474,4.1,21,2.424,0.6,4.98,8.976,0.135,15
52.224,158.1292,77.898,4.5,42,0.861,0.89,7.15,6.352,0.095,33
39.4081,143.4448,10.0,4.6,87,2.288,1.01,7.79,1.88,0.063,74
-21.0347,-11.6613,10.0,4.6,18,7.548,0.47,8.12,1.894,0.141,15
-3.5292,135.4626,10.0,3.9,19,1.216,0.9,5.68,1.9,0.194,7
