latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
-4.9586,106.671,377.131,4.4,81,1.206,0.75,8.62,5.712,0.071,57
-60.1547,-61.7811,10.0,4.8,20,4.755,0.58,9.14,1.908,0.111,25
-46.031,-16.2286,10.0,5.0,65,15.345,0.55,11.22,1.837,0.076,56
53.4962,160.2949,10.0,4.6,30,1.096,1.04,8.81,1.89,0.125,19
-31.7668,-69.7166,113.316,4.5,46,0.919,0.95,4.59,6.758,0.125,19
15.3791,-104.1673,10.0,4.2,67,5.087,0.74,11.19,1.91,0.071,55
18.2891,120.7619,55.616,4.4,41,4.515,0.68,12.12,9.05,0.088,37
44.461,148.0664,78.483,4.6,79,3.945,0.74,8.91,2.745,0.051,114
53.0009,160.6658,35.0,4.6,27,1.218,0.93,10.13,1.919,0.107,26
53.0455,160.5656,35.871,4.3,18,1.157,0.92,5.01,8.19,0.168,11
26.1892,127.0127,62.432,4.1,18,1.3,0.52,8.85,9.762,0.174,9
49.9918,159.725,10.0,4.4,34,3.109,0.5,9.03,1.911,0.103,27
51.6062,159.8053,35.0,5.0,79,1.587,1.19,9.1,1.91,0.042,178
50.763,158.9827,10.0,4.1,23,2.273,0.68,6.71,1.916,0.14,16
44.144,86.7402,10.0,4.2,25,3.568,1.23,4.83,1.985,0.186,8
53.1403,161.3785,35.0,4.4,35,1.65,0.81,9.55,1.953,0.114,22
22.7856,141.806,255.551,4.2,106,4.305,0.58,12.44,8.113,0.052,102
14.0602,-89.8196,10.0,4.3,22,0.162,0.65,3.56,1.982,0.169,10
50.5344,157.9461,35.0,4.2,17,2.531,0.99,9.98,1.972,0.186,8
1.9802,126.5247,54.48,4.3,40,2.927,0.96,3.26,7.55,0.108,24
52.8032,160.7971,10.0,4.8,84,1.319,0.51,8.86,1.88,0.064,77
53.588,-156.2966,10.0,3.9,42,2.272,0.65,7.68,1.958,0.172,9
30.9515,140.0817,10.041,4.6,66,2.169,0.45,6.19,3.423,0.079,48
-15.2168,-173.3241,10.0,4.5,24,1.98,0.67,11.15,1.88,0.163,13
52.6102,160.8792,35.0,4.6,37,1.415,0.73,9.36,1.929,0.099,30
63.8212,-22.8441,10.0,4.4,83,1.141,0.81,8.31,1.921,0.065,69
52.7644,160.489,35.0,4.1,25,1.144,0.34,8.14,1.862,0.114,21
-17.8471,-178.1231,505.502,4.2,14,2.756,0.71,26.78,27.23,0.158,11
23.2217,143.6223,42.436,4.8,59,4.071,0.7,10.11,7.112,0.06,87
39.1155,28.199,10.0,4.0,22,1.008,0.71,4.02,1.974,0.231,5
54.5132,-160.2302,35.0,3.9,36,0.49,1.05,5.16,1.935,0.142,13
