latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
51.4935,159.882,32.936,4.3,19,1.709,0.81,9.31,6.917,0.177,11
-30.7111,-71.4192,45.361,4.0,24,0.609,0.96,4.2,10.422,0.259,4
18.1329,145.2906,450.422,4.0,51,2.915,0.61,13.53,9.959,0.081,41
-30.9493,-69.4723,108.987,4.7,61,0.908,0.63,4.74,5.577,0.076,52
-8.113,115.3605,203.42,4.0,17,1.248,0.69,8.14,8.529,0.156,12
52.3278,161.2628,10.0,4.2,24,1.737,0.88,14.88,1.99,0.159,11
16.4815,-59.454,10.0,4.6,31,1.547,0.77,8.01,1.949,0.146,14
52.319,160.5494,29.898,4.5,41,1.355,0.79,9.19,3.931,0.108,25
9.3075,93.7511,10.0,4.2,27,5.823,0.57,13.83,1.943,0.128,18
6.3761,126.5946,10.0,4.1,13,1.221,0.87,8.43,1.959,0.184,9
49.955,158.7114,10.0,4.0,23,3.073,0.74,13.44,1.942,0.139,14
2.9528,-31.3475,10.0,4.9,46,19.996,1.02,12.86,1.882,0.07,73
-9.8142,118.9271,24.538,4.5,28,1.359,0.89,5.47,3.873,0.106,26
21.4488,96.0769,10.0,4.3,20,1.108,0.49,6.23,1.931,0.201,7
33.3671,141.0696,35.0,4.5,25,1.082,0.75,6.68,1.943,0.156,12
-5.7781,153.7053,17.876,4.3,27,2.201,0.96,10.97,5.515,0.116,21
52.349,159.785,67.488,4.2,21,0.966,0.6,11.34,7.626,0.146,17
51.418,161.1206,10.0,4.3,73,2.212,1.03,5.43,1.724,0.068,62
42.539,130.6594,575.724,4.4,191,1.922,0.62,10.26,7.249,0.036,226
52.1061,160.6091,10.0,4.2,11,1.508,0.4,12.12,1.965,0.216,6
52.217,160.1147,44.441,4.1,27,1.204,0.85,12.56,9.329,0.127,17
-58.0191,-25.0111,35.0,4.6,28,7.42,0.67,8.2,1.881,0.128,18
36.7754,72.9519,10.0,4.9,68,1.579,0.98,7.46,1.853,0.063,79
51.4212,161.2622,10.0,4.2,18,2.271,1.05,9.7,1.932,0.128,17
48.8544,156.0836,10.0,4.9,69,4.38,0.87,11.62,1.893,0.046,150
52.0828,161.7033,10.0,4.1,20,2.089,0.77,10.29,1.918,0.175,9
-18.7412,168.8691,167.308,4.5,30,3.643,0.61,9.31,8.551,0.109,25
51.8133,161.2857,10.0,4.3,33,2.018,0.72,5.18,1.988,0.116,21
53.2921,159.9945,49.698,4.2,27,0.853,0.74,13.2,14.446,0.1,28
11.8324,-88.1576,10.0,4.3,60,1.404,0.62,6.29,1.957,0.078,48
5.11,125.2351,10.0,5.1,55,0.446,1.06,5.14,1.878,0.089,41
49.831,157.0212,35.0,4.3,32,3.309,0.87,12.4,1.937,0.109,24
8.0913,58.7698,10.0,4.5,81,15.493,0.75,11.78,1.886,0.067,69
52.0782,160.1514,10.0,4.2,20,1.817,0.97,11.26,1.934,0.141,15
-51.5125,138.4991,10.0,4.3,13,19.753,0.2,11.89,1.946,0.168,10
-4.4037,101.527,36.269,4.4,42,1.425,0.5,9.15,7.493,0.092,34
48.964,156.0534,43.397,5.0,82,4.278,0.65,9.76,7.052,0.063,80
-6.1823,130.3395,167.981,4.5,47,3.759,0.8,6.17,7.35,0.07,60
52.8741,160.8404,29.932,4.0,19,1.334,0.85,7.93,6.486,0.134,15
51.8281,159.8357,35.0,4.2,20,1.4,1.03,10.59,1.988,0.146,13
52.546,160.9573,10.0,4.4,37,1.481,0.97,8.61,1.814,0.108,25
-31.6796,-71.7415,33.286,4.3,34,0.746,0.63,4.3,5.315,0.168,10
52.957,160.5551,35.0,4.1,17,1.154,0.61,10.99,1.944,0.135,15
52.7411,160.8139,35.0,4.1,31,1.341,0.59,10.43,1.701,0.097,29
-19.7558,-177.529,544.161,4.4,30,7.206,0.29,16.0,11.313,0.112,23
52.7532,160.5753,35.0,4.5,77,1.198,0.67,9.73,1.916,0.052,111
-9.4965,-74.8584,10.0,5.1,61,3.151,0.55,9.15,1.806,0.033,298
-59.7085,-22.5681,15.076,4.6,22,14.378,0.33,15.21,4.708,0.136,16
-2.3293,139.1544,40.0,4.4,27,1.117,1.12,6.6,7.298,0.13,17
44.543,145.6776,189.34,4.1,19,2.254,0.35,10.26,4.316,0.165,10
52.6868,161.3702,10.0,4.1,26,1.684,0.94,13.48,1.937,0.127,17
29.3982,129.4199,10.0,4.5,41,2.285,0.98,7.14,1.85,0.09,36
52.3289,160.1775,38.776,4.3,20,1.161,0.59,9.19,6.467,0.177,9
52.6369,160.1565,35.0,4.4,28,0.993,0.91,10.71,1.948,0.138,15
34.6792,70.6092,10.0,4.5,71,1.227,1.02,8.11,1.908,0.068,64
52.1052,160.3138,10.0,4.7,73,1.37,0.97,9.18,1.887,0.064,74
-41.246,-91.0587,10.0,4.4,27,14.345,0.64,9.74,1.922,0.115,22
-57.5127,157.3086,10.0,5.0,30,3.158,1.14,13.33,1.941,0.107,28
29.2727,129.4856,10.0,4.5,93,2.381,0.53,3.2,1.859,0.062,81
18.2307,-102.2938,56.13,4.2,64,1.733,1.23,8.25,9.022,0.039,184
-59.7567,-26.8249,37.676,5.1,47,15.325,0.59,9.98,4.894,0.067,72
-43.0653,-82.4902,10.0,4.6,27,7.513,1.33,8.08,1.88,0.107,26
1.7217,127.2828,113.135,4.4,54,2.457,0.65,7.93,7.477,0.088,44
52.8863,159.8201,64.213,5.1,94,0.721,0.76,7.55,5.384,0.045,160
50.9596,-179.1076,12.722,4.2,105,0.623,1.01,5.97,8.279,0.064,67
