latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
38.2331,103.8304,10.0,4.7,178,2.275,0.64,8.1,1.828,0.04,190
-6.2539,149.149,55.607,4.6,26,3.635,0.91,12.03,8.707,0.122,20
51.6114,159.5838,25.735,4.5,64,1.526,1.16,8.6,5.421,0.067,64
-24.7421,-173.8807,10.0,4.4,15,6.727,0.54,9.18,1.921,0.154,13
13.0045,145.5948,10.0,4.7,66,0.915,0.64,6.03,1.807,0.076,53
33.2997,13.8032,10.0,4.2,49,2.6,0.76,8.22,1.909,0.087,39
-21.8724,179.7395,599.507,4.5,52,4.402,0.75,13.81,10.234,0.082,44
-14.0908,167.1696,133.799,4.2,16,6.989,0.7,15.36,6.435,0.167,11
50.9647,160.1123,10.0,4.6,34,2.251,0.6,10.09,1.894,0.116,22
-57.2322,-25.4016,35.0,4.3,17,17.256,0.54,8.33,1.956,0.168,10
-1.9946,138.9596,28.217,4.5,48,0.972,0.92,6.06,5.284,0.087,39
51.537,161.154,10.0,4.4,46,2.141,0.89,9.37,1.912,0.089,36
52.1871,160.6277,10.0,4.5,42,1.468,1.12,9.22,1.898,0.096,32
34.4206,21.9705,35.0,4.2,18,2.752,0.83,9.56,1.968,0.199,7
27.2748,140.3101,320.523,4.0,41,1.679,0.79,10.21,8.259,0.089,34
51.3928,159.4716,35.0,4.2,10,1.71,1.13,12.95,1.996,0.199,7
52.0782,160.1514,10.0,4.2,20,1.817,0.97,11.26,1.934,0.141,15
-22.0099,-68.7948,108.243,4.2,23,0.466,0.55,5.29,5.739,0.167,10
51.6484,159.695,35.0,4.3,25,1.519,1.14,11.85,1.963,0.116,21
54.1583,-161.3362,35.0,3.3,18,1.222,0.78,5.36,1.982,0.183,7
52.9096,160.3364,35.0,4.4,50,1.026,0.97,9.74,1.956,0.086,39
18.1793,121.4718,125.483,4.7,78,4.629,1.07,9.92,7.292,0.071,61
-60.1667,-62.2512,10.0,4.6,21,4.699,0.58,9.14,1.816,0.164,11
32.3352,141.8054,10.0,4.3,23,1.85,0.84,7.82,1.926,0.178,9
36.7263,25.8016,10.0,4.1,26,1.611,0.75,5.93,1.936,0.175,9
8.5987,126.4932,90.97,4.1,15,1.769,0.92,13.16,6.533,0.197,9
-0.1008,123.016,82.215,4.2,26,0.966,0.65,7.17,6.962,0.166,11
51.2677,158.9288,28.546,4.6,57,1.767,0.76,7.97,4.093,0.057,91
