latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
49.897,157.3324,35.0,4.4,44,3.224,0.64,8.89,1.913,0.1,29
4.3802,-73.1981,10.0,4.7,65,1.211,1.15,8.19,0.579,0.072,59
38.1018,72.9591,10.0,4.6,22,0.429,0.72,7.59,1.968,0.122,20
41.2916,142.346,51.965,5.0,124,0.944,0.47,4.64,6.017,0.053,113
12.0158,143.2005,30.97,4.9,49,4.071,0.44,11.9,5.68,0.088,41
52.4625,160.4409,43.863,4.2,23,1.225,1.07,13.64,9.174,0.131,16
51.5212,160.458,10.0,4.5,34,1.87,0.69,4.33,1.907,0.111,24
53.413,159.4168,77.024,4.2,10,1.076,0.44,13.82,8.163,0.199,7
-46.9887,166.036,15.241,4.5,22,0.935,1.14,6.66,6.319,0.156,13
52.1778,160.2185,35.0,4.1,20,1.278,0.66,10.05,1.949,0.166,12
52.3708,160.5584,10.0,4.7,70,1.333,0.87,10.25,1.936,0.06,85
7.3345,126.9573,80.329,4.5,61,1.392,0.68,8.63,7.062,0.076,51
-7.1735,-13.0571,10.0,5.0,60,1.496,0.83,5.21,1.809,0.07,66
52.6895,160.303,56.773,4.7,92,1.057,0.91,9.99,7.396,0.06,83
52.0621,-171.3436,33.823,3.8,74,1.135,1.3,7.2,8.102,0.09,32
29.3423,129.4711,10.0,4.6,27,2.32,0.75,9.41,1.906,0.132,17
7.4678,127.198,9.23,4.2,28,1.654,0.49,5.47,4.447,0.128,19
36.5599,71.2843,222.085,4.0,46,1.994,0.95,7.23,7.794,0.134,15
-24.2292,-67.5509,190.456,4.2,13,1.396,0.38,9.33,7.326,0.214,6
51.7074,160.1951,22.427,4.9,95,1.623,0.88,9.55,4.863,0.052,119
-15.1925,-176.8391,10.0,4.7,13,1.52,0.51,6.97,1.834,0.195,8
52.2453,-168.4568,10.0,3.6,39,0.767,0.7,3.63,1.954,0.158,11
6.4695,93.6271,47.953,4.1,20,3.525,1.1,8.07,9.763,0.139,14
48.9237,153.6849,161.796,4.4,47,4.896,0.43,12.24,7.739,0.081,43
-23.5635,-66.7888,199.067,4.2,24,1.416,0.67,7.65,9.274,0.176,9
-17.9522,-178.1792,557.575,4.1,22,2.763,0.37,15.44,10.668,0.127,17
-58.9791,-149.8336,10.0,4.6,23,23.689,0.66,14.75,1.915,0.119,21
58.9973,-30.7819,10.0,4.5,76,7.291,0.46,9.14,1.89,0.069,61
-25.4959,179.7323,496.474,4.2,24,7.869,0.6,15.11,10.789,0.118,20
-37.1699,-16.9678,10.0,4.5,16,3.72,0.56,12.66,1.893,0.145,14
-24.1237,-67.0744,188.778,4.2,14,1.545,0.77,7.94,13.711,0.263,4
39.395,143.1701,10.0,4.6,99,2.133,0.82,7.14,1.886,0.062,79
54.3946,-158.772,10.0,4.1,55,0.646,0.71,4.16,1.918,0.117,20
43.0205,150.1351,10.0,4.4,21,5.254,0.67,11.28,1.583,0.155,12
51.1022,160.8218,10.0,4.2,37,2.345,0.83,11.49,1.909,0.105,25
51.0978,157.1931,92.317,4.5,128,2.038,0.65,9.7,5.116,0.035,247
-23.3574,171.4649,10.0,4.5,16,3.776,0.9,8.69,1.929,0.171,10
51.8593,159.121,35.0,5.9,87,1.201,0.57,9.04,1.848,0.075,65
52.8644,160.3704,35.0,4.3,15,1.053,0.78,8.09,1.894,0.153,12
52.851,160.7257,31.325,4.4,55,1.268,0.8,11.66,6.094,0.076,50
50.4963,159.5782,10.0,4.2,30,2.596,0.6,11.61,1.93,0.118,20
7.7288,127.1648,35.0,4.5,47,1.704,1.39,9.67,1.921,0.085,45
-19.8195,169.8249,10.0,4.6,21,3.556,0.47,6.94,1.802,0.157,12
-1.6795,120.842,13.442,4.5,25,0.913,1.12,3.8,5.008,0.163,13
52.6231,160.6758,10.0,4.3,37,1.293,1.03,9.2,1.904,0.103,27
-55.9421,-27.8538,106.301,5.1,57,5.227,1.16,10.7,5.996,0.071,64
-47.2853,97.2931,10.0,4.6,11,20.853,0.44,11.66,1.954,0.182,9
43.754,147.8069,10.0,4.2,47,3.783,0.81,9.71,1.91,0.102,30
-60.5345,-26.9609,10.0,4.6,36,14.683,0.77,11.49,1.898,0.091,36
36.4351,70.9622,121.312,4.3,26,2.233,1.32,7.55,8.818,0.161,11
52.0443,159.5168,70.899,4.2,13,1.114,0.4,11.99,9.324,0.235,7
52.3124,160.2713,10.0,4.4,72,1.217,0.8,9.09,1.874,0.052,106
8.4486,126.9203,35.0,4.4,15,1.909,0.4,10.99,2.013,0.148,13
-46.031,-16.2286,10.0,5.0,65,15.345,0.55,11.22,1.837,0.076,56
52.7572,160.8608,29.462,4.5,38,1.366,0.56,13.5,6.178,0.092,35
7.6469,127.1659,10.0,4.8,98,1.675,1.1,6.35,1.765,0.056,98
49.9298,157.2372,34.618,4.7,70,3.196,0.54,11.76,5.72,0.041,177
52.2029,160.3558,10.0,5.0,82,1.326,0.92,8.22,1.87,0.041,197
23.9881,122.4865,10.0,4.8,87,0.676,0.63,4.52,1.87,0.065,72
0.8463,126.0635,35.0,4.6,67,1.305,0.64,4.76,1.882,0.086,42
51.6919,159.1226,57.526,4.3,19,1.365,0.58,14.12,9.74,0.137,15
-16.8994,-172.5286,10.0,4.6,23,3.059,0.75,10.29,2.274,0.122,20
13.3577,92.5564,15.163,5.0,89,4.921,0.85,9.59,4.409,0.056,105
51.331,160.1171,10.0,4.6,22,1.921,0.96,11.88,1.921,0.133,17
41.0913,78.5546,10.0,4.2,24,0.512,1.04,5.24,1.948,0.199,7
1.9255,-30.7366,10.0,4.5,35,19.923,0.61,13.47,1.904,0.099,30
52.6499,-34.8396,10.0,4.9,65,12.504,0.73,10.63,1.858,0.062,83
29.3161,129.4202,10.0,4.6,34,2.361,0.72,9.33,1.89,0.105,28
-30.342,-178.6068,168.546,4.2,15,7.644,1.23,21.8,15.221,0.146,13
27.1384,-44.6813,10.0,4.4,18,18.136,0.94,12.35,1.916,0.179,11
41.7225,143.4689,40.341,4.5,76,0.374,0.75,6.42,6.036,0.053,103
27.2748,140.3101,320.523,4.0,41,1.679,0.79,10.21,8.259,0.089,34
2.4911,-76.2254,35.053,4.4,51,2.355,0.68,7.8,6.209,0.089,37
38.262,73.0607,104.769,4.3,33,0.456,0.61,3.67,6.16,0.142,14
-35.4508,53.763,10.0,4.5,12,11.97,0.68,16.14,1.74,0.242,7
-23.1003,-114.9789,10.0,4.5,23,40.191,0.56,18.19,1.939,0.115,22
51.7974,160.3915,10.0,4.4,59,1.627,0.8,10.53,1.921,0.062,74
54.394,-158.7009,10.0,4.3,56,0.677,0.51,2.07,1.906,0.142,14
5.3272,127.1472,129.531,4.8,70,1.764,0.56,8.41,7.353,0.067,69
6.7096,-72.9637,169.66,4.4,40,2.292,0.56,11.75,8.718,0.095,35
52.8728,161.1066,10.0,5.0,92,1.494,1.2,9.54,1.872,0.034,274
-2.3293,139.1544,40.0,4.4,27,1.117,1.12,6.6,7.298,0.13,17
-3.7917,136.6549,122.169,4.1,19,2.021,0.77,8.35,11.928,0.198,8
-18.6977,-177.9528,627.115,4.4,42,3.375,0.39,11.84,9.888,0.086,39
53.1238,161.6525,10.0,4.5,70,1.814,0.69,9.57,1.887,0.068,64
-24.5531,-70.5644,26.298,4.3,20,1.073,0.95,4.54,7.321,0.16,11
-9.8482,119.4386,43.699,4.2,24,0.865,1.08,6.79,12.57,0.176,9
47.7371,152.4835,138.606,4.4,53,6.324,1.02,10.19,7.642,0.06,79
-6.8749,125.3117,520.733,4.5,91,3.043,0.45,10.46,8.24,0.07,61
46.2021,106.2514,8.8,4.5,79,1.604,0.5,8.05,4.857,0.067,65
-4.6612,152.4077,105.784,4.8,60,0.527,0.75,9.4,5.769,0.048,135
-18.3753,-69.6443,119.906,4.2,18,0.662,0.75,5.95,4.717,0.136,15
-5.8617,-81.0816,32.602,4.2,27,2.511,0.6,12.06,9.088,0.124,18
-2.1393,138.4607,10.0,4.7,40,0.454,0.75,4.51,1.832,0.102,29
-2.1741,138.8715,35.0,4.8,48,0.844,0.85,6.57,1.903,0.082,46
83.339,-32.3826,10.0,4.0,24,2.695,1.2,7.71,1.913,0.163,11
33.9463,87.78,10.0,4.2,46,5.099,0.61,11.62,1.907,0.1,28
51.2873,157.5447,75.204,4.2,38,1.826,0.64,10.96,8.245,0.117,20
-57.6755,157.4881,10.0,4.3,13,3.287,0.88,10.55,1.948,0.2,7
41.1481,141.7657,59.102,4.3,21,0.64,0.41,7.62,8.277,0.153,12
52.9092,159.3582,73.93,4.7,157,0.443,0.59,9.75,6.422,0.047,137
51.6779,160.0257,10.0,4.4,92,1.59,0.8,8.54,1.862,0.064,70
51.5778,160.4079,10.0,4.2,32,1.806,0.51,10.08,1.92,0.118,20
-20.889,-173.7415,10.0,4.5,26,4.015,1.01,14.42,1.894,0.127,19
5.061,96.3786,184.473,4.0,31,0.59,0.71,12.28,6.318,0.104,25
51.5777,159.6258,10.0,5.0,61,1.567,0.65,9.44,1.897,0.077,53
-9.4642,155.6151,10.0,4.3,14,6.259,0.59,12.27,1.761,0.168,10
-6.1043,127.7211,397.397,4.2,29,2.682,0.79,7.84,11.246,0.141,14
51.0239,158.8265,35.0,4.9,103,2.006,0.74,8.16,1.904,0.034,266
-21.5986,-68.3806,145.16,4.4,37,0.825,0.75,6.27,6.361,0.117,21
19.9758,-70.6098,10.0,4.3,82,0.547,0.64,4.28,1.867,0.053,100
-48.1337,117.5056,10.0,4.3,20,15.191,1.18,12.74,1.915,0.125,18
53.0506,159.4767,70.87,4.8,77,0.5,0.6,10.1,6.785,0.033,279
9.3132,93.8317,10.0,4.9,72,5.745,1.35,8.03,1.87,0.077,53
-51.5125,138.4991,10.0,4.3,13,19.753,0.2,11.89,1.946,0.168,10
16.5982,41.1068,10.0,4.3,46,3.754,1.07,9.17,1.902,0.08,45
28.1367,131.1038,10.0,4.4,31,2.31,0.93,7.13,1.89,0.138,15
38.3636,142.4686,28.542,4.1,18,2.654,0.54,9.06,8.002,0.198,7
9.6143,126.1051,94.532,4.3,16,2.581,1.2,13.99,7.17,0.161,11
-9.0007,124.2525,96.211,4.4,37,0.75,0.94,7.51,6.295,0.105,26
52.5535,160.5109,31.366,4.5,66,1.224,0.97,10.89,6.661,0.074,54
-23.7781,179.867,539.321,4.4,21,6.238,0.72,15.68,11.43,0.138,20
52.0782,160.1514,10.0,4.2,20,1.817,0.97,11.26,1.934,0.141,15
-57.2058,-68.3105,10.0,4.3,12,3.581,1.26,10.59,1.965,0.217,6
50.244,158.6693,10.0,4.5,70,2.783,0.66,11.56,1.908,0.073,55
