latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
-24.1077,-67.082,217.96,4.4,25,1.529,0.71,3.81,8.488,0.189,8
-58.8909,-25.9676,97.36,4.5,32,7.416,0.5,12.98,8.026,0.104,29
7.8436,94.6781,10.0,4.3,13,4.931,0.46,14.53,1.989,0.201,7
38.0915,20.341,42.571,4.1,36,1.553,0.99,6.39,10.659,0.14,14
-34.9561,-179.5571,10.0,4.6,27,3.122,1.1,7.47,1.898,0.122,20
73.2204,6.5925,10.0,4.5,68,5.867,0.67,4.08,1.856,0.082,43
-2.1097,139.0313,35.0,4.9,69,1.012,0.61,4.87,1.784,0.058,94
13.2707,-91.2878,10.0,4.0,44,1.308,1.2,8.18,1.97,0.08,42
51.1714,159.494,10.0,4.9,105,1.927,0.59,7.34,1.919,0.057,97
50.3453,158.7601,31.077,4.5,31,2.683,0.53,10.67,6.401,0.11,24
51.1329,159.0694,10.0,4.8,40,1.911,0.69,7.79,1.889,0.087,80
52.1658,160.4818,10.0,5.0,62,1.409,1.38,9.05,1.88,0.052,119
7.3775,-78.0484,10.0,4.5,38,2.509,1.04,6.72,1.87,0.104,27
51.2693,159.268,34.426,4.4,30,1.798,0.83,7.56,6.755,0.11,24
56.1704,163.5397,10.0,4.4,64,4.574,0.86,10.83,1.887,0.068,63
4.6501,92.2411,10.0,4.5,34,4.724,0.96,10.76,1.922,0.11,24
-30.3971,-176.88,10.0,4.4,23,1.466,0.58,7.36,1.725,0.127,18
52.9643,160.9211,10.0,4.8,81,1.374,0.88,7.58,1.844,0.036,243
-22.8289,-112.3636,10.0,4.5,93,5.085,0.59,10.51,1.857,0.06,88
-30.1108,-177.9014,32.307,4.7,16,8.072,1.21,15.65,6.962,0.133,18
36.6789,71.3884,155.622,4.3,44,1.85,0.53,8.83,9.805,0.09,35
-5.6147,152.3676,10.0,4.7,27,1.343,0.7,10.44,1.957,0.076,52
13.7233,40.5146,10.0,4.4,27,3.847,1.0,7.47,1.933,0.096,31
14.2977,-93.9318,10.0,4.1,32,2.315,0.78,3.85,1.946,0.135,16
51.3466,159.5999,10.0,4.1,37,1.778,0.96,9.6,1.907,0.099,33
0.4033,123.5481,243.0,4.4,53,1.632,0.87,7.93,7.036,0.086,40
-18.8939,-177.6713,598.301,4.1,25,3.705,0.65,15.46,4.768,0.126,17
53.4429,160.7084,47.29,4.3,24,1.307,1.03,14.06,8.53,0.129,17
9.745,93.931,10.0,4.1,16,5.714,0.76,11.27,1.93,0.186,8
52.006,160.318,10.0,4.1,31,1.441,0.95,9.96,1.911,0.1,30
49.6092,156.5584,35.0,4.7,61,3.576,0.64,9.98,1.932,0.078,50
36.8737,75.5702,10.0,4.4,26,2.84,1.28,6.95,1.75,0.143,14
19.102,145.697,145.203,4.1,28,3.841,0.4,9.76,9.129,0.106,24
28.1494,142.832,10.0,4.5,53,1.197,0.53,8.56,1.896,0.085,43
23.7593,122.4732,10.0,4.4,25,0.859,0.68,3.14,1.818,0.178,9
-6.1832,151.4614,10.0,4.6,34,2.099,0.72,11.08,1.916,0.068,66
-23.2349,170.9097,10.0,5.0,55,3.252,0.84,8.62,1.806,0.102,31
5.0984,123.5765,569.866,4.3,60,1.93,0.65,11.76,8.87,0.083,41
43.1447,146.5868,36.519,4.8,71,2.773,0.59,8.15,7.233,0.051,118
52.7497,160.9455,45.257,4.2,42,1.418,0.67,15.34,10.548,0.08,46
60.186,-58.3006,10.0,4.8,153,5.081,0.52,7.93,1.868,0.044,157
39.3819,143.4882,10.0,5.1,80,2.331,0.58,7.52,1.852,0.037,236
52.4163,160.6915,10.0,5.6,109,1.383,0.95,9.4,1.856,0.038,242
-20.1223,-178.8738,623.355,4.1,18,3.749,0.45,19.95,9.082,0.12,19
52.4404,160.8249,10.0,4.3,32,2.013,0.48,10.54,1.906,0.109,24
9.8894,-70.9702,10.0,4.5,29,1.053,0.87,10.89,1.935,0.118,21
52.6936,159.7926,72.232,4.4,32,0.767,0.72,11.81,6.969,0.1,29
49.3395,156.1103,59.872,4.5,38,3.904,0.48,12.15,8.112,0.084,42
52.4625,160.4409,43.863,4.2,23,1.225,1.07,13.64,9.174,0.131,16
-47.8535,116.5788,10.0,4.3,13,27.479,0.34,15.95,1.887,0.154,12
49.9193,158.0693,10.0,4.1,33,3.13,0.68,11.76,1.905,0.117,20
52.3232,158.5801,89.371,4.6,36,0.703,1.3,11.01,7.364,0.099,30
65.8944,-37.5295,10.0,4.5,47,5.365,0.88,9.09,1.931,0.052,107
52.3892,160.8127,10.0,4.2,21,1.461,0.8,11.14,1.97,0.153,12
40.9474,35.1315,10.0,4.5,70,1.076,0.83,4.9,1.867,0.088,38
-55.0686,-128.6729,10.0,4.8,23,32.354,0.48,15.21,1.854,0.127,19
36.45,71.1195,145.531,4.1,29,2.154,1.12,9.58,15.174,0.185,8
52.23,159.9968,55.281,4.6,64,1.653,0.83,8.83,5.193,0.075,54
-47.851,116.3228,10.0,4.4,18,14.923,0.51,9.1,1.865,0.139,15
41.9591,142.4791,61.265,4.2,28,0.508,0.5,6.83,8.272,0.128,17
39.4386,143.6861,10.0,4.3,36,2.421,0.74,4.21,1.917,0.119,20
50.4915,159.7905,10.0,4.6,24,2.633,0.65,8.36,1.717,0.141,16
36.0353,138.9697,129.454,4.1,41,0.796,1.11,9.61,6.501,0.097,29
50.157,158.5795,10.0,4.6,40,2.871,0.61,10.39,1.903,0.095,33
52.2661,159.0241,84.976,4.6,45,0.792,0.74,11.36,7.126,0.084,42
-6.4539,150.2984,10.0,4.2,12,2.916,1.02,9.98,1.883,0.153,12
-18.0747,-177.9499,583.928,4.2,38,3.013,0.83,15.25,9.431,0.1,28
-17.5688,-174.21,137.839,4.4,27,4.325,1.28,8.98,9.589,0.115,26
40.7657,141.9948,57.69,4.1,16,0.707,0.39,6.74,7.023,0.175,9
-18.3904,-177.9348,542.938,4.2,70,3.199,0.67,9.63,7.597,0.072,53
-20.673,-178.5956,603.163,4.9,129,4.303,0.66,11.4,6.559,0.044,159
-24.4752,179.7507,541.888,4.1,22,6.881,0.86,10.96,9.79,0.15,15
