latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
50.4326,159.5148,10.0,4.2,20,2.65,0.83,10.21,1.926,0.176,10
-6.8493,130.5204,105.965,4.8,51,2.391,0.62,8.22,7.424,0.075,55
48.4089,154.165,82.888,4.6,37,5.212,1.06,11.94,7.41,0.072,57
-31.8714,-178.6489,39.236,4.6,25,6.205,0.7,14.6,7.685,0.11,25
-6.6156,105.2585,62.384,4.9,90,1.449,0.81,7.09,5.876,0.062,81
50.1261,156.8098,59.048,4.2,21,3.037,0.32,14.51,8.606,0.152,12
2.9959,128.2359,62.029,4.2,21,2.374,0.71,3.8,8.706,0.159,12
52.5738,160.755,10.0,4.2,59,1.355,0.62,9.08,1.912,0.075,50
27.6536,-102.7715,10.0,4.0,65,1.163,0.48,3.72,1.729,0.087,36
51.1329,159.0694,10.0,4.8,40,1.911,0.69,7.79,1.889,0.087,80
7.484,-77.1241,45.11,4.4,49,1.556,0.69,6.88,8.21,0.103,27
37.3807,21.6236,51.012,4.2,16,0.314,0.72,9.0,12.382,0.215,6
43.3095,146.1939,35.0,4.3,23,2.586,0.61,7.24,2.009,0.142,15
-52.099,14.4853,10.0,5.1,71,21.099,0.5,11.95,1.796,0.087,47
43.4984,-127.4214,10.0,3.5,78,1.772,0.78,10.01,2.002,0.201,6
-60.4174,-62.4535,10.0,4.9,29,4.435,0.94,7.95,1.765,0.116,23
52.7333,160.9824,10.0,5.7,101,1.443,0.76,8.81,1.858,0.038,250
52.2406,162.221,10.0,4.3,24,2.313,0.74,10.03,1.782,0.137,15
34.705,70.7777,10.0,4.7,124,1.368,0.58,7.84,1.845,0.053,108
-14.7201,166.8297,10.0,4.4,24,0.808,0.6,8.3,1.868,0.148,13
49.2104,156.0509,24.768,4.6,50,4.038,0.71,8.14,6.484,0.069,63
-25.9624,-177.1884,113.105,4.6,30,9.293,0.84,14.64,7.302,0.098,31
49.4212,156.6202,10.0,4.7,66,3.754,1.15,7.59,1.806,0.074,55
52.1227,160.9727,10.0,4.4,40,1.68,0.91,11.85,1.947,0.102,28
14.2977,-93.9318,10.0,4.1,32,2.315,0.78,3.85,1.946,0.135,16
21.8926,121.3252,10.0,4.4,37,0.948,0.99,5.44,1.829,0.12,20
-52.9951,22.1673,10.0,4.6,16,20.626,0.87,14.95,1.914,0.141,15
-8.6145,129.1101,10.0,4.6,25,4.141,0.65,7.01,1.889,0.128,18
-19.2929,-174.5261,60.89,4.6,24,4.352,1.25,11.72,7.134,0.097,32
30.1427,-43.2121,10.0,4.4,29,18.5,0.89,12.03,1.918,0.118,21
-21.7192,170.8455,184.629,4.6,37,3.274,0.83,8.72,8.537,0.098,31
52.0628,160.4337,35.0,4.3,29,1.97,1.12,5.79,1.971,0.094,32
-6.3677,147.846,64.856,4.7,57,3.093,0.82,7.76,6.126,0.077,51
20.7669,95.9487,10.0,4.5,46,1.059,0.85,7.63,1.891,0.095,32
-21.1671,-173.342,10.0,4.6,28,3.824,0.88,9.95,1.89,0.119,21
51.4566,158.0741,79.5,4.4,52,1.609,0.86,10.04,7.092,0.064,69
51.4654,159.6286,28.466,5.1,158,1.672,0.65,7.59,4.79,0.037,240
10.9745,123.8122,10.0,4.6,42,4.254,0.97,6.0,1.901,0.09,37
16.7051,59.7787,10.0,4.7,94,8.853,0.85,10.27,1.878,0.049,125
40.9078,35.1689,10.0,4.3,69,1.109,0.82,2.35,1.842,0.103,27
51.7306,159.9049,10.0,4.3,15,1.506,0.55,13.09,1.947,0.154,12
37.992,22.1357,10.0,4.3,16,0.829,0.91,4.05,1.956,0.217,6
-24.349,-175.5741,35.0,4.4,17,7.421,0.83,15.76,1.948,0.148,15
-59.8786,-27.8994,182.868,4.3,29,7.3,0.69,13.62,9.251,0.097,30
51.3993,158.7285,18.834,5.0,93,1.627,0.74,8.29,3.891,0.025,527
-6.9918,127.8055,294.111,4.3,19,4.449,0.67,9.31,11.471,0.237,5
-18.0362,-177.9854,582.74,4.1,36,2.964,0.71,14.28,4.77,0.101,27
-48.8483,123.8442,10.0,4.9,19,16.658,0.73,13.16,1.871,0.144,15
57.5424,-33.1445,10.0,4.5,110,9.197,0.56,10.58,1.924,0.055,97
-5.0175,151.6224,129.352,4.4,48,0.813,0.51,10.54,5.416,0.088,37
52.4856,160.6764,37.912,4.3,30,1.344,0.78,10.81,7.225,0.116,21
50.1735,88.1714,10.0,4.2,20,3.483,0.68,9.24,1.935,0.141,14
18.2852,145.5755,208.946,4.6,85,3.034,0.69,10.73,7.698,0.063,75
49.3278,155.3228,64.897,4.6,74,4.069,0.6,10.09,7.285,0.045,148
31.8067,48.4667,10.0,4.0,20,3.864,0.74,13.52,2.011,0.138,14
-17.8628,-175.8737,303.998,4.1,13,4.75,0.65,18.77,9.571,0.185,11
-8.7829,127.2727,10.0,4.6,24,4.98,0.62,10.12,1.894,0.137,18
58.9973,-30.7819,10.0,4.5,76,7.291,0.46,9.14,1.89,0.069,61
31.3589,140.9594,53.822,4.6,69,2.002,0.53,10.47,7.822,0.074,55
13.5155,-92.4205,10.0,4.5,44,1.334,0.88,7.71,1.958,0.041,178
16.1907,121.985,73.046,4.4,37,7.187,0.83,14.25,8.579,0.112,23
-7.2788,126.5952,330.724,4.1,21,3.37,0.95,12.06,12.294,0.165,10
-15.6083,-177.3831,422.541,4.4,123,3.239,0.73,11.85,6.677,0.044,146
1.6654,127.3281,139.451,4.6,67,0.888,0.64,7.19,6.272,0.065,71
53.2545,159.9288,55.409,4.4,33,0.804,0.99,12.23,5.87,0.098,30
-30.1108,-177.9014,32.307,4.7,16,8.072,1.21,15.65,6.962,0.133,18
-3.5292,135.4626,10.0,3.9,19,1.216,0.9,5.68,1.9,0.194,7
50.4963,159.5782,10.0,4.2,30,2.596,0.6,11.61,1.93,0.118,20
17.5185,-94.9116,135.395,4.3,49,0.693,0.85,6.06,6.383,0.087,37
51.8554,160.3445,10.0,5.2,92,1.563,0.77,8.42,1.876,0.035,265
-27.9645,-66.6791,153.343,4.3,38,3.316,0.46,8.55,7.592,0.101,28
27.4676,52.5955,10.0,4.9,67,4.101,0.62,7.36,1.852,0.046,145
-17.4145,167.7529,10.0,4.1,11,4.526,0.36,10.64,1.961,0.214,7
-4.7912,114.7513,10.0,4.2,25,3.703,1.17,7.67,1.949,0.166,10
-10.8967,116.7495,10.0,4.2,13,2.291,0.87,8.14,1.942,0.264,4
29.689,129.9032,78.512,4.7,62,1.875,0.85,7.87,7.325,0.046,140
-18.5151,-70.6429,41.784,4.1,21,0.32,1.2,7.69,8.384,0.198,8
17.8827,120.8943,10.0,4.6,74,4.913,0.62,11.36,1.898,0.067,67
-23.3204,171.4504,10.0,4.5,31,4.787,1.28,9.54,1.87,0.136,16
53.5468,161.4989,10.0,4.3,28,1.789,0.9,9.2,1.374,0.103,27
