latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
50.1629,159.3224,10.0,4.4,110,2.895,0.5,9.86,1.89,0.054,97
52.9454,160.7222,38.568,4.6,34,1.255,1.29,10.99,7.638,0.116,22
-58.8466,-25.3979,35.0,4.5,23,31.393,0.43,14.68,1.935,0.125,19
38.0063,72.4454,111.81,4.2,41,0.308,0.62,5.38,4.382,0.122,19
51.6114,159.5838,25.735,4.5,64,1.526,1.16,8.6,5.421,0.067,64
51.1346,158.9957,35.0,4.3,19,1.904,1.1,9.11,1.954,0.153,12
-16.7089,-177.4388,10.0,5.1,33,3.068,1.21,13.2,1.874,0.092,43
52.177,160.5133,28.637,4.9,161,1.418,0.79,8.66,5.249,0.037,227
-37.7097,176.1683,286.641,4.4,73,0.529,1.03,7.0,5.576,0.079,57
51.8308,158.9979,56.964,4.9,92,1.213,0.54,10.6,7.202,0.06,88
52.5708,160.764,10.0,4.3,25,1.361,0.75,11.37,1.968,0.119,20
-59.3645,-25.6066,35.0,4.7,22,7.841,0.93,14.73,1.981,0.126,20
48.1893,153.2737,140.047,4.5,155,5.671,0.63,10.71,7.202,0.043,157
-6.3495,151.7823,10.0,4.7,69,2.044,0.64,3.84,1.826,0.068,65
51.5242,159.3836,33.65,4.5,83,1.568,0.69,10.02,5.801,0.065,70
51.3683,159.3155,35.0,4.9,16,1.708,0.34,11.92,1.992,0.155,13
50.167,156.291,74.396,4.0,39,3.073,0.91,10.6,8.175,0.104,25
52.2749,159.5159,69.945,4.4,25,0.917,0.53,12.67,9.197,0.103,27
18.7106,145.5349,210.582,3.8,25,3.459,0.47,11.56,9.547,0.12,18
53.3773,161.6507,22.376,4.3,23,1.84,0.85,14.67,7.415,0.142,15
51.5708,159.3325,30.8,4.5,38,1.514,0.73,10.49,6.316,0.097,31
6.3533,94.2208,59.396,4.6,24,2.933,0.85,10.07,8.786,0.157,12
36.5653,70.7257,154.345,4.4,66,2.237,0.91,6.49,7.052,0.081,44
51.1772,159.7684,10.0,4.6,45,1.973,0.93,8.15,1.756,0.082,44
-6.6598,148.1933,43.817,4.2,16,2.913,0.25,10.21,14.659,0.176,9
48.8358,154.8213,63.197,4.1,20,4.648,0.64,11.78,6.832,0.14,14
49.9279,157.1885,42.769,4.3,23,3.201,0.66,13.19,8.086,0.134,16
53.218,161.1654,10.0,4.6,54,1.528,0.62,10.15,1.89,0.068,65
10.6993,-85.2721,16.868,4.3,13,0.174,0.75,3.31,3.708,0.064,70
34.4206,21.9705,35.0,4.2,18,2.752,0.83,9.56,1.968,0.199,7
60.5462,-139.9158,5.0,4.4,55,0.482,0.87,1.81,1.887,0.17,10
32.4181,140.0522,145.105,4.7,150,0.724,0.54,8.07,5.604,0.036,231
52.9949,160.5429,35.0,4.1,72,1.144,0.55,12.58,1.96,0.074,50
36.6497,141.0197,91.72,4.6,80,2.264,0.94,7.55,7.18,0.065,70
53.2245,160.3688,45.096,5.2,154,1.055,0.68,9.38,6.757,0.029,396
-14.5097,-73.6093,88.454,4.5,31,4.024,0.7,8.29,7.818,0.11,24
-36.8923,177.6072,104.209,4.3,12,0.871,1.16,13.63,9.816,0.218,6
-15.8374,166.9705,10.0,4.1,8,0.448,0.17,6.38,1.892,0.369,2
6.5559,125.4557,213.272,4.6,57,0.525,1.12,8.45,3.441,0.06,84
-11.0719,163.5732,10.0,4.4,20,3.92,1.2,8.88,1.964,0.149,13
4.2141,126.6853,50.309,4.5,28,1.309,0.56,7.11,8.872,0.121,20
-27.913,-176.985,81.261,4.5,13,1.565,0.44,15.06,10.743,0.14,15
-12.2244,166.753,199.013,4.4,45,3.233,0.78,12.11,7.012,0.098,30
-6.9954,125.564,497.769,4.2,19,3.027,0.73,15.69,12.101,0.167,10
7.484,-77.1241,45.11,4.4,49,1.556,0.69,6.88,8.21,0.103,27
24.7847,121.6803,55.785,4.1,24,0.251,1.04,4.21,4.8,0.174,9
-48.5895,124.7217,10.0,4.5,14,16.626,0.66,9.26,1.91,0.157,12
51.1875,159.7868,10.0,4.4,27,1.968,1.38,8.84,1.94,0.13,19
