latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
14.6797,-92.4688,66.077,4.0,35,0.891,0.81,8.37,9.214,0.115,20
-15.3106,167.5238,144.522,4.8,45,6.054,0.92,11.86,3.508,0.091,37
52.622,160.711,39.84,4.1,25,1.314,0.72,11.35,8.053,0.114,21
43.4049,155.14,10.0,4.5,33,8.932,0.74,9.82,1.927,0.132,17
2.5853,-79.7833,10.0,4.3,41,1.589,0.64,7.59,1.736,0.104,26
-24.3338,-67.2404,157.946,4.1,28,1.623,0.96,9.78,8.792,0.123,18
-16.6866,-172.1765,10.0,5.2,65,8.108,1.02,12.11,1.807,0.029,390
29.689,129.9032,78.512,4.7,62,1.875,0.85,7.87,7.325,0.046,140
6.9334,126.7674,70.003,4.3,34,1.187,0.69,8.6,5.97,0.106,25
-33.8803,-70.4707,107.73,4.5,48,0.206,0.49,4.33,4.703,0.08,46
23.9572,122.5406,10.0,4.5,53,0.665,0.56,3.18,1.886,0.096,32
73.2777,6.7656,10.0,4.3,37,5.458,0.71,7.73,1.906,0.126,20
52.4983,160.6494,10.0,4.4,83,1.324,0.66,4.76,1.863,0.058,85
24.2883,94.3996,35.0,4.2,25,3.105,0.68,14.81,1.975,0.121,20
-5.4514,106.309,158.531,4.0,22,0.791,0.91,11.39,7.525,0.15,15
9.9182,-70.7624,10.0,4.5,89,1.036,0.53,5.68,1.888,0.061,78
40.8255,142.7591,47.786,5.6,108,1.225,0.47,6.44,4.675,0.031,355
-32.1463,-71.879,32.307,4.0,27,0.774,0.68,5.25,5.755,0.299,3
7.1823,127.0935,59.256,4.4,21,1.507,1.16,9.51,7.385,0.155,12
13.5274,120.7937,196.71,4.4,47,13.894,0.67,11.59,5.297,0.092,41
-24.0238,-175.2311,10.0,5.2,78,6.971,0.94,10.55,1.795,0.038,235
53.0886,160.9767,35.0,4.4,56,1.406,0.61,9.31,1.895,0.073,55
52.3482,-169.5832,43.123,3.9,25,0.766,0.77,5.46,10.128,0.105,24
-20.9423,-177.9097,425.086,4.0,27,4.964,0.87,11.24,14.534,0.106,24
4.5276,-73.1571,10.0,4.3,36,1.202,0.61,7.65,1.911,0.111,23
7.3146,126.873,50.518,4.5,34,1.307,0.6,6.59,8.138,0.113,25
2.8455,-31.3401,10.0,4.3,30,9.745,0.85,10.9,1.8,0.109,24
49.2119,155.0136,70.014,4.4,29,4.251,0.52,10.86,8.537,0.143,14
49.2029,155.5603,64.406,4.5,53,4.136,0.65,11.64,7.942,0.069,61
52.2614,160.3235,10.0,4.8,78,1.274,0.86,9.17,1.892,0.05,125
-19.5181,-173.0066,10.0,4.5,18,2.941,0.49,11.43,1.931,0.14,18
2.5584,96.0033,36.198,4.3,14,2.005,0.39,10.76,4.719,0.238,5
30.8874,142.5736,10.0,4.4,33,3.229,0.8,10.87,1.906,0.118,21
52.957,160.5551,35.0,4.1,17,1.154,0.61,10.99,1.944,0.135,15
-17.9551,-177.8607,629.043,4.7,58,3.027,0.65,12.83,9.057,0.054,102
51.7695,160.2913,10.0,5.2,85,1.609,0.97,7.46,1.265,0.023,613
9.4768,-40.6669,10.0,4.4,13,12.646,0.91,10.8,1.946,0.169,10
34.0726,24.5371,20.968,4.3,23,2.612,0.72,10.1,8.908,0.168,10
-14.3189,167.4683,197.502,4.6,29,1.15,0.84,12.45,7.566,0.119,22
5.096,125.2731,40.915,4.3,36,0.415,0.68,7.11,4.22,0.109,24
54.6313,161.5996,55.4,4.2,31,2.377,0.74,10.84,8.062,0.091,33
51.8154,-167.2162,10.0,3.8,43,1.533,0.72,6.7,1.956,0.131,15
15.9807,-55.7288,10.0,4.9,61,4.659,0.68,9.49,1.888,0.029,358
52.5887,160.8157,35.0,4.5,28,1.385,0.41,13.63,1.942,0.111,24
