latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
30.6025,141.6522,10.0,4.4,26,2.953,0.59,9.16,1.891,0.149,13
-33.6417,-179.3442,35.0,4.6,19,4.355,0.65,9.83,1.967,0.146,14
35.8128,71.1299,88.568,4.3,38,2.085,1.28,6.82,8.151,0.137,15
28.4953,87.3902,10.0,4.3,43,1.989,0.44,9.81,1.901,0.083,41
-23.362,-66.787,209.557,4.3,25,1.344,0.85,9.74,8.194,0.16,11
34.6576,70.6806,10.0,4.1,14,1.283,1.16,13.72,2.199,0.184,8
34.059,23.3056,35.0,4.0,46,3.309,0.79,9.47,1.991,0.111,22
45.587,26.4287,130.66,4.2,48,0.353,0.87,7.41,5.219,0.104,26
50.5746,157.7638,10.0,4.9,118,2.513,0.94,8.28,1.873,0.054,107
52.5183,159.2832,78.18,4.5,43,0.636,0.77,11.48,7.47,0.091,35
52.6444,160.7219,10.0,4.5,38,1.313,0.81,9.49,1.9,0.118,21
52.5625,160.7212,10.0,4.3,17,1.34,0.76,8.21,1.91,0.169,10
7.0627,127.1014,10.0,5.1,63,1.511,1.22,6.53,1.792,0.046,153
37.0416,28.4821,10.0,4.4,33,0.783,0.66,4.57,1.358,0.178,9
6.0445,123.6804,556.761,4.3,71,2.144,0.82,11.09,8.542,0.073,54
2.0506,126.7202,53.748,4.7,86,1.425,0.78,5.89,7.232,0.052,113
11.2989,124.4745,10.0,4.5,23,4.341,0.55,10.79,1.828,0.131,17
15.2275,-104.0943,10.0,4.0,32,4.628,0.61,13.16,2.022,0.093,32
49.8017,157.3539,22.714,5.3,59,3.318,0.81,9.82,5.392,0.056,109
50.7737,159.8055,10.0,4.5,28,2.364,0.79,5.84,1.847,0.135,16
52.3431,160.354,28.122,4.4,25,1.787,0.66,10.03,2.85,0.134,16
13.372,-90.3699,31.573,4.2,26,0.779,0.76,3.8,9.178,0.141,14
51.9101,159.9668,35.0,4.5,29,1.833,0.72,14.13,1.982,0.115,22
-23.9222,-176.2425,66.826,4.9,39,7.603,0.57,14.74,7.799,0.095,35
-7.0257,147.3571,49.747,4.2,17,2.372,1.14,11.33,8.872,0.124,18
-5.8142,152.5266,10.0,4.7,74,1.578,0.64,4.29,1.888,0.068,65
-11.8144,166.2909,82.143,4.2,13,3.718,0.18,8.01,8.967,0.215,6
50.1717,159.6266,10.0,4.2,26,2.92,0.59,14.29,1.982,0.136,15
29.211,129.4627,10.0,4.5,19,2.445,1.07,6.44,1.92,0.157,12
7.1823,127.0935,59.256,4.4,21,1.507,1.16,9.51,7.385,0.155,12
-31.086,-179.303,261.252,4.5,20,6.756,1.11,8.19,10.643,0.156,13
-65.6088,-176.4487,10.0,4.6,17,13.276,0.84,14.87,1.963,0.146,14
50.259,157.0046,35.0,4.5,60,2.886,0.69,11.11,1.91,0.07,59
-1.9974,-13.1468,10.0,4.2,21,6.018,0.71,11.8,1.916,0.136,15
12.9247,40.2398,10.0,4.2,33,2.9,0.72,9.69,1.943,0.11,23
52.3274,161.0499,10.0,4.5,14,1.619,0.87,9.79,1.971,0.163,11
52.5235,159.2249,84.476,4.3,28,0.61,1.03,10.26,6.704,0.116,21
-4.528,35.1204,10.0,5.0,95,3.627,0.58,7.83,1.8,0.064,77
52.0637,160.6763,10.0,4.3,16,1.567,1.3,10.34,1.927,0.178,9
50.3965,158.8016,10.0,4.4,45,2.632,0.58,6.41,1.879,0.095,32
45.0982,150.233,10.0,4.6,52,5.542,1.15,13.18,1.919,0.085,41
51.5665,160.271,10.0,4.5,29,1.766,0.64,8.73,1.938,0.107,26
-21.085,-68.6888,129.227,4.2,29,0.747,0.82,5.63,4.331,0.14,14
51.8831,159.094,66.013,4.7,44,1.174,0.68,9.99,7.488,0.092,36
30.3115,140.8922,10.0,4.8,105,2.942,0.9,7.72,1.781,0.041,183
6.76,-72.9658,165.882,4.1,13,2.332,1.09,13.58,17.407,0.233,5
36.9515,30.8279,105.95,4.1,34,0.765,0.74,5.92,5.32,0.135,16
40.6139,78.8172,10.0,4.9,92,1.351,0.79,6.5,1.128,0.051,122
46.2204,153.1124,10.0,5.0,62,7.507,0.52,10.18,1.868,0.056,100
-52.9951,22.1673,10.0,4.6,16,20.626,0.87,14.95,1.914,0.141,15
36.4224,70.6723,205.522,4.4,105,2.28,0.67,7.37,7.673,0.059,83
54.4508,-159.7818,35.0,3.8,26,0.397,0.62,4.79,1.885,0.147,12
51.6683,-174.866,35.0,3.7,29,0.676,0.71,2.75,2.016,0.071,51
29.8986,139.0415,415.572,4.0,98,3.274,0.79,9.04,8.332,0.059,78
5.1217,125.5639,10.0,4.3,21,0.395,1.14,7.16,1.906,0.137,15
-8.3468,119.7327,174.306,4.8,31,1.427,0.61,6.11,7.53,0.116,23
2.5185,128.1702,197.71,4.8,110,1.912,0.85,6.67,6.012,0.058,92
53.2655,160.1198,59.522,4.4,127,1.465,0.48,8.98,6.127,0.05,117
-5.0344,101.7423,10.0,4.4,26,1.382,0.65,4.54,1.909,0.138,15
7.3014,126.7542,95.82,4.3,30,1.188,0.67,11.64,7.92,0.109,24
-2.8637,147.6772,10.0,4.3,17,0.872,0.42,8.44,1.922,0.177,9
-7.3196,147.8867,58.863,5.1,105,2.193,0.58,8.9,5.169,0.058,96
53.0652,159.4891,91.441,4.5,74,0.508,0.93,11.96,7.378,0.067,66
12.0158,143.2005,30.97,4.9,49,4.071,0.44,11.9,5.68,0.088,41
5.2363,125.3653,30.268,5.0,67,0.513,0.83,6.4,4.43,0.046,150
53.1014,159.7165,74.396,4.7,72,1.216,0.63,11.42,7.167,0.047,136
-20.5026,-174.28,35.0,5.0,61,18.16,0.75,14.15,1.91,0.073,59
-5.0229,151.5509,142.497,4.6,48,1.027,0.65,6.51,6.72,0.079,47
2.9919,95.9195,35.0,4.7,57,2.356,0.75,6.03,1.921,0.088,39
6.883,127.2192,10.0,4.7,74,1.639,1.4,6.35,1.861,0.062,79
49.9371,159.3518,10.0,4.6,74,3.122,0.72,8.77,1.889,0.038,211
53.292,159.8184,68.213,4.4,75,0.753,0.58,9.59,6.918,0.06,80
2.2866,96.2234,23.205,4.2,19,1.667,0.38,8.78,6.668,0.176,9
-13.6474,167.108,211.272,4.3,30,7.375,0.82,12.3,6.482,0.113,24
17.5423,-83.2493,10.0,4.2,50,5.229,1.29,8.06,1.923,0.088,38
4.3699,-73.2403,10.0,4.5,59,1.176,0.7,7.65,1.898,0.087,39
-18.0453,-177.8588,620.421,4.4,81,3.072,0.97,12.13,7.419,0.055,96
36.2597,69.7281,158.58,4.1,26,1.807,1.09,6.58,14.377,0.233,5
43.2761,-28.9956,10.0,4.7,62,6.108,0.94,10.34,1.893,0.043,164
34.9162,32.494,10.0,4.0,27,0.689,1.0,6.06,1.959,0.119,19
-6.2975,130.4813,125.809,4.6,44,3.79,0.67,10.11,8.041,0.09,37
51.7989,158.6047,63.105,4.1,31,1.227,0.62,7.22,10.031,0.107,24
51.8867,160.0027,35.0,4.2,24,1.408,1.29,10.41,1.972,0.177,12
22.6313,96.128,10.0,4.1,17,3.481,0.68,7.71,1.958,0.166,10
-3.1047,139.1156,63.391,4.1,26,0.998,0.96,5.29,5.733,0.131,16
26.6443,54.1759,15.34,4.5,110,2.491,0.43,8.03,4.336,0.055,102
2.1265,126.699,50.669,4.7,149,1.502,0.64,3.69,6.55,0.046,143
51.2727,158.5086,35.0,4.3,27,1.756,0.74,10.75,1.987,0.122,19
-16.6205,-179.595,544.439,4.1,31,1.002,1.18,15.64,9.774,0.081,41
-15.3877,67.0483,10.0,4.5,35,9.531,0.61,12.4,1.946,0.106,26
60.5211,-140.059,5.0,3.6,42,0.437,1.2,3.15,1.232,0.287,3
54.6161,-159.8739,47.136,4.4,56,0.271,0.58,5.87,7.237,0.086,39
51.5486,159.3566,34.161,4.6,66,1.54,1.02,8.91,5.796,0.054,102
52.6498,159.5787,25.423,6.1,57,0.676,0.7,7.89,5.64,0.088,49
50.4259,159.1208,10.0,4.3,43,2.618,0.8,8.19,1.703,0.097,30
