latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
51.5432,159.5876,30.162,4.9,49,1.95,1.37,9.47,5.613,0.071,61
24.5928,122.0668,62.593,4.3,61,0.599,0.57,3.59,4.669,0.091,38
-8.1252,123.9131,163.011,4.2,22,1.657,0.87,8.28,5.919,0.124,18
-25.7895,-69.2628,8.8,4.1,15,0.691,1.03,4.65,5.366,0.301,3
49.5336,155.2825,85.549,4.1,49,3.887,0.55,12.97,8.156,0.067,62
44.2437,148.7377,10.0,4.2,34,4.422,0.81,11.11,1.929,0.116,21
-15.0234,166.8953,16.728,4.4,21,0.515,0.57,7.27,5.846,0.138,16
33.2997,13.8032,10.0,4.2,49,2.6,0.76,8.22,1.909,0.087,39
52.2003,161.1264,55.145,4.1,19,1.72,0.95,11.26,9.023,0.165,10
12.9374,122.8587,10.0,4.7,53,6.416,0.62,10.79,1.879,0.086,42
2.5723,95.9909,35.0,4.4,22,2.806,0.31,11.38,1.983,0.148,13
53.5468,161.4989,10.0,4.3,28,1.789,0.9,9.2,1.374,0.103,27
51.2567,159.4751,10.0,4.3,36,1.841,0.43,11.11,1.926,0.111,23
21.9867,93.6089,47.028,4.6,78,1.444,0.84,9.36,7.026,0.069,63
-22.5933,-68.0144,153.524,4.4,29,0.388,0.87,7.46,5.557,0.138,15
41.8075,82.0929,10.0,4.7,61,2.453,0.66,8.18,1.891,0.086,41
12.8612,-90.9307,10.0,4.4,40,1.525,1.08,9.42,1.997,0.078,47
14.1924,-91.0356,97.322,4.3,99,0.621,0.76,6.63,5.166,0.037,209
8.9418,-40.5029,10.0,4.6,23,12.636,0.78,6.88,1.883,0.126,19
51.4931,158.2431,32.584,4.6,30,1.553,0.33,7.97,6.116,0.103,28
-3.8222,-76.2677,112.687,4.9,105,2.904,0.55,10.54,6.23,0.031,327
3.2111,-31.4124,10.0,4.5,43,13.989,0.82,5.73,1.9,0.092,36
52.6651,160.8439,10.0,4.7,41,1.378,0.9,10.37,1.902,0.098,32
34.4206,21.9705,35.0,4.2,18,2.752,0.83,9.56,1.968,0.199,7
42.399,-127.0574,10.0,3.5,23,2.009,0.47,8.56,2.014,0.284,3
-23.9298,-179.5432,420.002,4.4,38,5.487,0.52,14.9,5.832,0.087,38
50.0312,156.4607,75.809,4.7,98,3.177,0.7,10.53,7.009,0.035,239
-24.96,179.8016,520.296,4.5,67,7.362,0.88,13.56,7.696,0.074,54
49.6388,92.7261,10.0,4.3,25,5.655,0.79,8.38,1.885,0.133,16
-28.0386,-66.7387,157.596,4.5,49,3.277,0.84,4.8,8.753,0.171,10
5.8722,127.1529,30.258,4.7,45,1.965,1.05,6.47,4.904,0.085,46
-58.9539,-25.7335,96.92,4.9,84,7.552,0.59,10.77,5.595,0.064,79
-24.7768,-177.3032,152.542,4.4,16,4.501,0.79,12.88,9.646,0.204,10
51.316,159.9795,10.0,4.4,16,1.896,0.86,7.47,1.953,0.178,9
-47.9879,116.6016,10.0,4.6,16,15.051,0.95,10.84,1.955,0.146,14
13.3807,145.5516,74.932,4.4,57,0.696,0.54,8.56,7.22,0.081,47
-22.2645,-68.5286,114.878,4.1,23,0.757,0.7,4.01,6.09,0.151,12
-29.2033,-69.7012,133.436,4.1,34,0.844,0.88,7.01,7.344,0.213,6
-21.1102,-68.5409,129.945,4.3,25,0.886,0.99,6.18,7.598,0.147,13
54.781,162.2474,44.143,4.3,51,3.167,0.34,9.14,8.478,0.08,44
51.457,159.7619,10.0,4.6,82,1.711,0.92,4.59,1.881,0.065,71
43.2537,146.2984,75.477,4.7,71,2.628,0.94,8.13,6.64,0.046,145
27.4202,52.5046,10.0,4.2,64,4.138,0.63,8.56,1.897,0.076,48
7.484,-77.1241,45.11,4.4,49,1.556,0.69,6.88,8.21,0.103,27
-60.5345,-26.9609,10.0,4.6,36,14.683,0.77,11.49,1.898,0.091,36
9.4795,-84.2616,10.0,4.0,17,0.363,0.72,3.42,1.972,0.183,8
7.4181,127.2014,12.696,4.2,27,1.646,0.69,11.3,4.935,0.11,23
52.8522,160.8574,10.0,4.7,25,1.347,1.14,8.78,1.86,0.159,12
34.9414,32.4528,10.0,4.3,21,0.722,1.09,5.65,1.809,0.217,6
-0.8623,134.0695,26.063,4.4,39,0.653,0.55,5.65,5.23,0.095,35
-4.7694,140.6062,10.0,4.4,21,1.782,0.82,5.31,1.897,0.123,19
-20.4818,134.3234,10.0,4.4,22,0.537,1.26,6.48,1.649,0.155,12
-57.9086,-9.2322,10.0,4.9,44,14.07,0.63,9.74,1.622,0.091,40
53.0506,159.4767,70.87,4.8,77,0.5,0.6,10.1,6.785,0.033,279
-20.4466,-177.8582,549.724,4.4,44,4.708,0.57,12.02,5.757,0.09,35
37.4074,66.2685,10.0,4.3,29,2.498,0.69,9.75,1.976,0.2,7
