latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
-22.7464,-70.6559,52.352,4.1,13,1.086,0.68,5.67,10.63,0.26,4
33.9261,87.7533,10.0,5.1,74,5.096,0.78,7.91,1.803,0.051,125
-7.1995,125.6981,504.307,4.6,36,2.907,0.68,12.46,8.676,0.107,26
44.3631,149.0615,35.0,4.8,70,5.122,0.98,10.01,1.917,0.043,167
-14.685,167.5855,10.0,4.9,35,0.843,0.5,7.02,1.865,0.098,35
-11.5794,116.6017,10.0,4.3,33,2.969,0.86,6.65,1.746,0.109,24
51.4567,159.451,33.883,4.5,37,1.645,0.72,10.4,7.074,0.089,37
52.9914,161.2738,12.541,4.7,50,1.586,1.22,9.24,5.052,0.09,38
52.1915,160.2069,10.0,4.3,21,1.783,0.64,8.88,1.913,0.148,13
53.1098,161.4868,10.0,4.5,27,1.714,1.02,7.22,1.912,0.108,25
14.2674,-93.5221,10.0,4.2,73,2.408,0.66,8.74,1.9,0.074,51
32.3352,141.8054,10.0,4.3,23,1.85,0.84,7.82,1.926,0.178,9
53.7756,-163.949,10.0,4.0,56,0.792,0.9,3.7,1.898,0.1,27
-52.7683,22.3101,10.0,4.4,14,20.081,0.74,11.83,1.929,0.155,12
-5.4514,106.309,158.531,4.0,22,0.791,0.91,11.39,7.525,0.15,15
37.2323,20.4701,37.579,4.7,58,1.163,0.76,6.54,7.66,0.062,79
-58.8794,-25.1343,35.0,4.4,21,7.774,0.84,14.0,1.942,0.134,16
-1.9845,139.1742,35.0,4.2,17,1.18,1.01,4.53,1.927,0.146,13
52.2723,160.2989,23.026,4.8,86,1.79,0.57,11.27,5.651,0.066,72
51.2783,159.6687,10.0,4.4,21,1.857,1.32,10.4,1.928,0.155,12
51.3292,159.5839,10.0,4.9,79,1.792,0.58,10.43,1.953,0.062,82
49.9123,89.823,10.0,4.1,41,4.098,0.91,5.9,1.842,0.114,21
15.2311,146.0652,62.592,4.5,31,0.264,0.53,9.09,5.682,0.113,23
-17.8095,168.1927,25.311,4.4,18,2.533,0.76,8.78,5.898,0.149,13
39.5413,143.4151,44.709,4.1,15,2.19,0.95,6.38,9.524,0.213,6
-47.8804,115.9452,10.0,4.6,28,14.968,0.62,14.19,1.921,0.111,24
51.3607,159.5291,35.0,4.6,44,2.081,0.86,9.3,1.93,0.097,32
15.179,-45.7693,10.0,4.8,123,12.075,0.45,8.28,1.849,0.042,174
-19.0881,43.7141,10.0,4.6,23,3.325,0.73,9.43,1.924,0.12,21
-4.3852,35.1531,10.0,4.6,18,3.518,0.66,7.14,1.954,0.165,11
28.5267,87.3673,10.0,4.7,64,3.493,0.77,9.64,1.872,0.058,89
51.2896,158.5078,40.968,4.2,57,1.739,0.48,12.04,7.949,0.077,47
49.8985,157.532,35.0,5.3,136,3.206,0.79,8.71,1.897,0.026,489
-22.4855,-175.0684,10.0,4.8,51,7.207,0.74,11.54,1.842,0.081,47
-3.7105,101.6678,49.471,4.9,75,1.438,0.86,7.16,6.871,0.062,82
6.1102,127.2399,35.0,5.0,55,1.905,1.43,6.49,1.876,0.06,89
49.8958,157.5715,10.0,5.6,196,3.204,0.71,5.14,1.838,0.019,975
50.3286,158.1706,10.0,4.3,16,2.715,0.56,12.71,1.909,0.138,15
49.1481,157.5807,10.0,4.5,28,3.938,0.76,11.46,1.93,0.131,17
-6.8777,155.4381,35.0,4.3,42,4.212,0.46,9.77,1.921,0.097,31
49.8704,155.7956,77.137,5.2,203,3.454,0.56,4.38,5.383,0.043,182
54.6464,160.4206,10.0,4.1,27,1.935,0.51,13.37,1.932,0.087,36
59.2235,-30.6684,10.0,4.4,108,7.07,0.35,8.59,1.872,0.058,87
-20.4738,-178.2955,554.869,4.3,21,4.392,0.39,15.65,8.329,0.137,15
-15.9688,-75.4697,10.0,4.5,22,4.176,0.58,7.65,1.912,0.145,14
-8.1453,118.2472,14.491,4.5,29,0.822,0.8,5.32,2.177,0.14,15
0.2243,122.0056,198.613,4.4,47,1.472,0.7,7.96,6.622,0.096,31
51.8244,159.2093,42.795,4.0,21,1.249,0.31,13.15,7.971,0.125,17
52.441,160.4984,10.0,4.3,16,1.266,0.77,10.03,1.999,0.147,13
52.6408,160.6954,10.0,4.7,23,1.299,0.79,11.34,1.916,0.118,22
-16.5353,-173.8476,112.204,4.4,24,3.285,0.55,12.92,12.354,0.149,16
