latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
51.2193,159.4062,40.937,4.6,28,1.866,0.94,11.65,7.057,0.111,24
3.0945,-31.3985,10.0,4.7,33,20.426,0.84,11.98,1.867,0.096,33
13.1257,-91.0028,10.0,4.4,48,1.418,1.08,8.91,1.95,0.038,205
13.0447,145.6777,10.0,4.4,24,0.956,0.88,7.59,1.914,0.139,15
10.3125,-62.5177,69.497,4.1,22,2.045,0.75,8.23,12.505,0.214,6
37.6763,141.7939,61.973,4.3,15,3.081,0.36,8.64,10.481,0.237,5
-20.3516,-177.8071,524.156,4.4,35,4.693,0.59,14.0,8.009,0.103,28
-10.9536,165.5544,10.0,4.1,17,4.746,1.07,8.91,1.681,0.166,11
-38.4234,176.2689,128.473,4.4,14,0.59,0.31,3.98,5.74,0.24,5
-9.0199,-79.0454,72.731,5.0,66,3.659,0.57,11.54,5.319,0.031,338
28.372,139.841,406.266,4.1,26,2.435,0.83,13.19,9.244,0.127,17
14.2339,-93.3683,30.717,4.1,27,1.497,1.31,7.64,9.909,0.12,19
40.974,142.9453,54.199,4.9,93,1.052,0.84,7.39,6.648,0.064,77
-6.569,129.0086,263.635,4.1,15,4.855,0.55,10.05,13.088,0.214,6
-23.4771,178.859,561.941,4.3,24,5.753,0.83,7.69,9.8,0.143,14
50.7266,158.0204,25.865,4.6,70,2.333,1.04,7.01,3.665,0.053,108
51.6136,158.4984,73.349,4.6,97,1.415,0.7,8.91,6.64,0.058,90
-19.2563,-177.6303,570.339,4.2,22,3.974,0.55,21.55,13.505,0.132,16
50.7904,156.4799,76.225,4.3,15,2.441,0.62,6.68,13.108,0.217,6
40.4693,141.9773,66.932,4.4,17,0.765,1.01,6.93,7.617,0.179,9
54.5463,-159.9467,28.692,3.8,62,0.353,0.76,5.59,3.722,0.179,8
51.3518,159.7018,13.297,4.6,64,1.795,0.85,10.46,5.474,0.077,50
51.5778,160.4079,10.0,4.2,32,1.806,0.51,10.08,1.92,0.118,20
73.2029,6.4369,10.0,4.1,14,5.893,0.35,5.5,1.935,0.198,7
19.9514,121.3212,10.0,4.7,54,2.861,0.79,9.63,1.898,0.093,35
41.1082,142.9076,57.545,4.1,73,0.925,0.56,7.6,7.195,0.071,54
-46.9301,-13.7452,10.0,4.8,21,9.912,1.23,11.19,1.713,0.124,20
52.4238,-169.5357,39.206,3.7,27,0.688,0.98,6.94,8.836,0.126,16
52.3759,-175.802,222.406,3.9,69,0.323,0.5,12.33,6.293,0.093,31
51.4172,159.6107,28.721,4.2,17,1.714,0.59,14.61,10.261,0.146,14
-56.3082,-25.5974,10.0,4.5,25,6.542,0.5,8.97,1.833,0.124,19
51.9812,159.8638,10.0,5.0,63,1.281,0.74,5.58,1.71,0.064,78
51.1507,159.343,10.0,4.3,34,1.924,1.39,11.62,1.983,0.107,25
53.5281,153.7868,469.656,4.3,115,2.384,0.67,10.71,7.198,0.042,164
-6.9036,155.6917,35.0,4.6,49,4.426,1.01,9.57,1.918,0.084,46
51.5379,159.6606,10.0,5.0,74,1.612,0.86,7.94,1.878,0.074,58
50.3851,158.1232,24.934,4.6,60,2.662,0.6,11.37,5.91,0.076,51
51.4695,159.0983,35.0,4.2,21,1.581,0.72,7.77,1.949,0.153,13
45.2191,147.2981,10.0,4.3,19,3.532,0.73,11.83,1.923,0.154,12
