latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
16.3742,-59.7104,10.0,4.9,51,1.303,0.66,7.28,1.934,0.04,199
-22.3676,-65.8268,270.762,4.8,95,2.249,0.97,9.02,6.93,0.03,347
-6.7302,116.1086,558.862,4.2,48,2.598,0.65,12.64,4.381,0.118,20
46.4211,149.7086,188.916,4.1,31,5.524,0.96,9.68,7.08,0.135,16
53.4061,6.6807,5.0,3.8,25,2.979,1.11,6.8,1.985,0.295,3
52.8644,160.3704,35.0,4.3,15,1.053,0.78,8.09,1.894,0.153,12
40.8139,143.0055,44.87,4.0,29,1.205,1.22,6.32,8.366,0.125,17
12.8009,-89.2883,48.078,4.2,59,0.969,0.73,8.2,12.61,0.078,46
-47.7942,116.0167,10.0,4.8,25,14.878,0.67,12.94,1.909,0.135,22
51.3849,159.5603,10.0,4.4,30,1.734,1.2,8.55,1.932,0.126,18
8.4837,125.9407,10.0,4.5,28,1.45,1.0,10.86,1.912,0.135,22
53.0455,160.5656,35.871,4.3,18,1.157,0.92,5.01,8.19,0.168,11
51.9508,159.3584,47.65,4.4,24,1.158,0.32,8.15,7.995,0.123,19
-0.8814,132.2985,39.418,4.0,23,1.039,1.0,6.01,7.93,0.13,18
-59.1535,-26.1201,35.0,4.5,16,15.687,0.78,9.01,1.992,0.14,16
50.2881,159.6747,10.0,4.0,25,2.813,0.64,11.15,1.929,0.134,15
49.9806,159.4416,10.0,4.6,65,3.087,0.58,9.74,1.913,0.072,57
51.2367,159.6402,10.0,4.6,25,1.891,0.45,9.11,1.925,0.192,13
51.9756,161.0779,10.0,4.5,59,1.818,0.96,11.03,1.939,0.057,91
48.7866,154.5091,80.415,4.4,34,4.773,1.05,9.81,7.185,0.085,40
47.0041,153.0548,46.818,4.6,45,7.043,1.23,11.41,5.91,0.051,113
52.6348,159.1796,62.543,4.7,173,0.505,0.72,6.67,5.824,0.037,223
50.5209,158.2162,10.0,4.8,92,2.521,0.84,8.33,1.872,0.034,267
52.5535,160.6703,10.0,4.8,88,1.314,0.96,8.4,1.876,0.034,269
49.9151,155.9576,64.163,4.3,29,3.378,0.73,10.94,8.37,0.113,22
15.7411,-98.2903,10.0,4.2,92,0.667,1.4,2.89,1.977,0.055,93
53.2248,161.5452,10.0,4.8,70,1.756,0.78,10.16,1.895,0.057,97
-21.361,-179.4138,600.638,4.4,80,4.318,0.79,12.48,9.196,0.06,80
14.2504,145.3742,107.108,4.4,44,1.058,0.64,10.64,7.304,0.095,32
-7.5009,127.584,158.81,4.3,17,3.971,0.72,10.15,8.277,0.168,12
42.6832,17.6545,10.0,4.4,84,1.213,0.98,4.27,1.884,0.076,50
51.0012,159.3973,10.0,4.7,43,2.077,0.84,10.11,1.918,0.093,35
51.381,159.7404,10.0,4.4,35,1.777,1.12,9.9,1.856,0.109,24
46.0539,152.9109,10.0,4.2,16,7.714,0.46,9.2,1.994,0.166,10
52.2749,160.9115,10.0,4.2,32,1.569,0.8,11.84,1.954,0.112,22
-18.5347,-177.8323,618.605,4.2,54,3.363,0.65,13.01,4.73,0.044,143
50.1139,157.3182,60.237,4.2,34,3.008,0.6,11.88,7.926,0.112,22
49.8904,158.7821,10.0,4.5,134,3.138,0.58,9.81,1.902,0.051,123
21.658,143.1069,353.902,3.8,18,5.478,1.13,15.36,11.352,0.135,14
51.3272,158.5545,40.888,4.6,57,1.7,0.86,9.62,7.098,0.057,94
-6.2884,130.3473,113.112,4.6,25,1.809,0.64,9.53,8.03,0.122,20
-32.3472,-71.9528,30.24,4.2,27,0.721,0.37,3.69,7.552,0.263,4
-5.8614,150.091,78.12,4.3,21,2.649,0.72,9.22,8.296,0.142,14
39.2824,71.8998,10.0,4.1,16,0.21,0.97,3.73,1.918,0.158,11
52.3341,160.7572,10.0,5.2,61,1.457,0.73,10.46,1.882,0.068,72
16.5883,41.0434,10.0,4.3,48,3.8,1.24,13.07,1.947,0.078,46
-52.9951,22.1673,10.0,4.6,16,20.626,0.87,14.95,1.914,0.141,15
51.5978,159.6614,35.0,4.3,19,1.557,0.62,8.84,1.918,0.133,16
-6.0866,147.7569,59.022,4.4,36,3.349,0.41,6.97,5.924,0.098,30
51.0671,160.6301,10.0,4.5,117,2.309,0.61,8.6,1.881,0.044,155
-7.2144,120.1632,561.41,4.4,30,2.224,0.82,14.17,10.52,0.135,16
51.6854,160.0497,34.907,4.6,52,2.026,0.65,10.32,5.481,0.081,45
2.4029,128.4917,230.487,4.5,82,1.972,0.78,8.45,7.24,0.067,65
-26.3068,71.787,10.0,4.5,33,41.153,0.49,14.13,1.883,0.113,23
-24.1493,-179.7945,514.138,4.3,31,10.473,0.6,9.92,14.995,0.106,25
39.6768,143.2987,27.307,4.0,12,2.04,0.44,9.04,7.785,0.231,5
39.4388,143.2757,43.286,4.5,39,2.167,0.32,5.75,7.664,0.104,27
0.4719,-79.3622,57.913,4.4,32,0.954,0.38,3.75,9.028,0.134,16
52.5202,162.3847,10.0,4.2,34,2.324,0.49,7.47,1.878,0.112,22
42.752,145.9512,35.0,5.2,79,2.197,0.66,8.33,1.866,0.026,486
-7.455,128.3425,134.732,4.3,14,5.952,0.71,13.07,4.298,0.187,8
-6.8978,129.9973,108.8,4.3,10,4.544,0.45,8.17,10.504,0.377,2
49.1581,156.213,26.728,4.8,164,4.065,0.56,7.69,4.226,0.043,169
-25.0461,179.8571,510.671,4.6,30,7.457,0.8,13.98,10.904,0.082,44
-58.6924,-22.8409,10.0,4.4,17,15.362,0.72,12.96,1.837,0.143,14
51.4392,159.2978,10.0,4.1,35,1.636,0.51,11.98,1.956,0.102,26
-15.1257,-173.7287,126.869,4.2,12,6.777,0.62,11.35,8.028,0.216,7
-5.702,-81.2004,10.0,5.1,142,3.753,0.52,11.13,4.23,0.048,140
29.1109,87.0043,10.0,4.1,36,3.646,1.26,10.55,1.93,0.103,26
11.9549,143.5187,10.0,4.4,39,2.091,0.61,9.44,1.9,0.103,27
-22.3438,171.5008,126.548,4.6,27,3.759,0.68,10.1,8.509,0.125,20
52.4906,160.6382,39.14,4.3,18,1.321,0.62,13.99,9.038,0.168,10
50.9661,158.7269,38.109,4.5,51,2.061,0.94,9.45,7.362,0.054,101
51.8911,160.372,10.0,4.5,18,1.548,0.78,11.43,1.955,0.15,16
-59.5911,-26.2155,58.179,4.6,19,15.322,0.76,14.76,9.474,0.125,19
54.5127,-159.8963,37.645,3.6,22,0.365,0.46,6.95,11.996,0.224,5
36.2224,-34.0872,10.0,4.8,67,7.023,0.76,9.6,1.824,0.075,55
31.352,50.2291,10.0,4.2,37,5.271,0.45,10.71,1.945,0.113,22
52.5607,158.8308,75.31,4.2,31,0.476,0.77,8.91,6.536,0.107,24
10.9009,123.9271,10.0,5.0,62,4.142,0.82,10.52,1.874,0.072,62
24.7683,66.3744,10.0,4.2,24,9.238,1.24,10.75,1.962,0.124,18
50.227,-179.392,10.0,3.6,60,1.378,0.57,5.92,1.962,0.089,32
-20.4801,-178.1178,550.145,4.4,52,4.529,0.51,15.34,7.689,0.085,40
52.915,160.6201,35.0,4.3,15,1.196,0.81,9.34,1.987,0.201,7
-17.9522,-178.1792,557.575,4.1,22,2.763,0.37,15.44,10.668,0.127,17
54.5675,160.2387,10.0,4.3,31,2.098,0.86,14.35,1.903,0.066,65
34.9271,26.6098,10.0,4.3,51,0.766,0.91,6.25,1.902,0.077,48
-57.5812,157.5031,30.874,4.3,14,3.194,0.79,10.76,7.86,0.161,11
-2.2171,100.373,60.533,4.5,35,3.344,0.67,15.13,9.651,0.096,32
7.065,-34.181,10.0,4.7,70,12.921,0.61,11.29,1.875,0.051,118
-47.2472,97.1715,10.0,4.4,13,18.027,0.28,14.74,1.955,0.17,10
-24.2946,-67.2128,170.193,4.2,41,1.604,0.73,4.46,8.822,0.147,13
-37.6986,51.5081,10.0,4.4,25,18.984,1.17,14.03,1.895,0.117,21
-17.2837,-178.5077,550.557,4.3,31,14.227,0.55,15.73,9.888,0.101,28
52.3429,160.6467,10.0,4.4,39,1.394,0.8,10.52,1.94,0.09,35
34.5946,140.4511,96.05,4.1,23,1.568,0.73,9.87,8.161,0.139,14
-5.4704,145.8681,84.532,4.2,14,4.113,0.79,13.05,12.929,0.167,10
-6.5211,154.6133,10.0,4.1,20,6.025,0.84,9.75,1.791,0.14,15
51.9095,161.5172,10.0,4.3,22,2.079,0.87,10.05,1.936,0.161,11
52.7737,161.1913,10.0,4.3,28,1.56,0.68,9.99,1.94,0.133,16
51.2443,157.5855,78.229,4.5,61,1.868,0.68,9.66,7.218,0.041,172
40.5065,144.9975,10.0,4.5,55,2.048,0.44,7.17,1.893,0.095,34
51.5233,159.93,10.0,4.3,23,1.696,0.84,7.72,1.957,0.129,17
51.0974,-179.4144,37.326,3.8,57,0.592,0.63,4.73,4.068,0.154,11
54.7831,160.2415,10.0,4.2,23,1.999,0.34,7.13,1.917,0.105,25
29.2136,129.5771,10.0,4.9,118,2.41,0.42,5.69,1.864,0.054,109
-17.1129,-178.7501,561.183,4.0,25,1.908,0.91,14.68,9.697,0.122,18
-54.9048,-129.2594,10.0,5.1,31,32.639,0.88,13.79,1.88,0.106,29
51.4367,159.4866,31.169,4.5,49,1.67,0.87,9.05,4.591,0.083,43
53.1638,160.0687,43.696,4.2,26,0.867,0.68,11.96,5.222,0.128,17
41.7769,88.5098,10.0,4.5,36,6.25,0.67,10.89,1.931,0.121,20
3.9968,125.8645,86.404,4.1,17,0.826,0.77,15.07,8.421,0.15,12
83.2412,-32.7761,10.0,4.3,37,2.684,1.09,8.69,1.902,0.089,39
32.2389,142.5224,10.0,4.5,24,2.446,0.55,8.87,1.922,0.131,17
-29.2171,-179.1095,345.018,4.1,33,1.032,0.57,13.11,8.304,0.103,26
-56.2066,-24.8489,10.0,4.5,16,6.928,0.74,9.73,1.824,0.139,15
50.4576,157.2437,35.0,4.6,60,2.67,0.88,11.09,1.912,0.036,228
-8.639,-76.1226,10.0,4.7,58,3.402,0.7,10.23,1.88,0.068,65
53.7866,160.2054,69.829,4.4,129,1.205,0.46,8.15,7.204,0.039,192
52.1947,160.4111,10.0,4.3,41,1.357,0.88,9.81,1.932,0.097,30
52.4822,160.2399,49.312,4.7,14,1.665,0.82,12.59,8.143,0.183,9
52.5294,160.7131,35.786,4.2,30,1.347,0.82,10.78,7.86,0.121,19
29.3983,129.3391,10.0,4.5,37,2.313,0.64,8.7,1.864,0.09,39
52.9092,159.3582,73.93,4.7,157,0.443,0.59,9.75,6.422,0.047,137
-10.1601,108.494,10.0,4.9,73,2.776,0.65,6.92,1.852,0.072,61
51.6484,159.695,35.0,4.3,25,1.519,1.14,11.85,1.963,0.116,21
52.5018,160.6432,10.0,4.2,49,1.319,0.71,9.12,1.899,0.084,40
8.9516,-83.1982,62.114,4.5,58,1.118,0.97,8.13,6.964,0.055,96
51.2306,159.7408,10.0,4.4,20,1.917,1.15,14.8,1.999,0.134,16
50.0292,157.9027,10.0,4.2,41,3.034,0.49,10.02,1.907,0.095,31
43.4857,147.8117,35.0,4.0,20,3.73,0.56,13.95,1.966,0.156,11
-4.7319,102.6005,62.855,4.7,46,0.511,0.96,7.65,5.6,0.096,33
55.8662,165.0013,10.0,4.3,36,4.674,0.68,12.41,1.909,0.111,23
34.329,7.478,10.0,4.5,51,2.076,0.94,9.0,1.879,0.071,58
50.15,158.3772,10.0,4.2,15,2.883,0.71,10.73,1.962,0.199,9
27.1927,140.1665,457.226,4.5,95,1.801,0.68,10.72,6.82,0.03,327
-59.079,-25.4283,35.0,4.9,48,7.753,0.47,6.44,1.903,0.084,45
7.5868,-36.6151,10.0,4.4,12,13.344,0.54,15.3,1.951,0.179,9
36.4155,74.3137,47.367,4.3,46,2.389,0.77,10.31,9.496,0.094,32
-18.7103,-69.2268,127.514,4.0,50,0.459,1.1,5.61,5.87,0.084,40
-4.2194,69.0708,10.0,4.3,19,4.623,0.47,13.64,1.986,0.177,9
17.8001,40.1464,10.0,4.6,89,5.193,0.37,7.74,1.804,0.063,75
-2.9195,129.5592,10.0,4.7,91,2.657,0.57,3.59,1.836,0.066,69
53.1244,161.5648,24.129,4.6,92,1.761,0.84,8.71,5.149,0.063,75
52.9794,161.2571,10.0,4.2,45,1.576,0.93,9.58,1.891,0.086,38
-31.6731,76.4956,10.0,4.8,41,21.292,0.55,12.83,1.874,0.095,34
27.9608,142.7311,10.0,4.4,31,0.989,0.61,7.2,1.52,0.131,17
-55.6902,-26.2571,10.0,4.5,22,6.056,0.62,11.21,1.815,0.14,17
-57.1047,-66.6962,10.0,4.9,65,3.904,0.87,11.22,1.885,0.075,61
-15.0605,166.1438,10.0,4.6,53,1.092,0.89,8.34,1.871,0.082,44
52.7901,160.9724,10.0,4.2,22,1.426,0.88,10.33,1.922,0.147,13
46.8692,150.7246,185.141,4.1,32,6.342,0.85,14.04,10.227,0.117,22
7.1737,127.2136,10.0,4.7,64,1.625,0.99,6.53,1.858,0.069,65
-14.1982,-14.3764,10.0,5.0,35,6.226,0.73,6.91,1.859,0.075,57
1.0899,122.0734,55.736,4.2,21,1.292,0.7,4.73,9.915,0.166,10
51.6531,159.3432,35.0,5.1,57,1.437,0.91,8.87,1.91,0.081,50
51.9812,160.3504,28.392,4.5,32,1.473,1.22,12.51,6.108,0.118,21
49.2119,155.0136,70.014,4.4,29,4.251,0.52,10.86,8.537,0.143,14
-43.3222,-82.3094,10.0,4.3,18,8.297,0.62,13.9,1.895,0.177,9
27.9572,105.0687,10.0,4.4,36,8.06,0.57,6.88,1.919,0.098,30
-7.3196,147.8867,58.863,5.1,105,2.193,0.58,8.9,5.169,0.058,96
-21.6177,-68.623,135.912,4.2,16,0.602,0.7,6.78,5.852,0.236,5
51.1787,157.9073,62.749,4.4,21,1.903,0.95,11.38,8.407,0.155,12
31.9675,131.9413,31.361,4.4,44,1.348,0.81,5.9,6.555,0.107,25
52.1567,161.4508,10.0,4.3,50,1.916,0.47,5.41,1.908,0.076,50
20.0468,145.7856,89.676,4.5,68,4.78,0.68,3.86,8.032,0.071,59
-57.7724,157.7288,10.0,4.2,8,3.351,0.52,12.29,1.964,0.187,8
11.2615,124.0555,10.0,4.5,55,6.638,0.51,13.36,1.911,0.078,48
40.9934,78.2595,10.0,4.4,42,0.752,0.93,5.57,1.916,0.105,26
51.2196,159.7842,10.0,4.6,30,1.937,1.1,9.62,1.916,0.114,23
-31.0622,-178.6733,117.329,4.6,31,1.922,0.81,13.93,8.706,0.102,29
-6.4544,131.2977,35.0,4.5,31,3.637,0.48,12.22,1.931,0.11,24
53.0009,160.6658,35.0,4.6,27,1.218,0.93,10.13,1.919,0.107,26
50.1885,156.7396,70.95,4.2,29,2.984,0.48,12.76,8.826,0.11,23
16.2607,-98.1418,10.0,5.2,95,0.991,0.77,3.11,1.794,0.028,429
51.3069,160.6524,10.0,4.4,33,2.116,0.76,8.91,1.914,0.117,21
-4.979,153.1751,59.418,4.4,19,1.276,0.5,10.36,8.067,0.149,13
9.4274,126.5176,35.0,4.4,36,2.52,0.47,10.22,1.934,0.086,39
-15.5916,-7.1765,10.0,4.4,17,1.425,1.16,11.46,1.905,0.138,15
52.1346,161.0574,13.172,4.4,25,1.718,0.64,11.27,5.719,0.135,16
-9.6347,113.7339,52.334,4.6,51,1.229,0.98,7.33,7.256,0.086,40
-33.7203,-178.7744,10.0,4.7,28,4.51,1.04,7.73,1.897,0.11,25
52.4951,160.8899,10.0,5.4,99,1.46,1.35,7.04,1.728,0.029,390
52.8862,160.8619,10.0,4.9,35,1.345,0.46,12.01,1.914,0.116,23
49.8334,155.8118,64.365,4.7,77,3.485,0.59,3.9,6.798,0.035,251
7.7293,-37.0934,10.0,4.8,59,13.519,0.67,8.92,1.88,0.061,83
52.5061,160.862,10.0,4.2,38,1.441,1.23,10.94,1.96,0.112,25
28.2195,103.9971,10.0,4.7,56,5.222,0.67,8.17,1.864,0.077,51
44.3318,147.9332,94.8,4.4,21,3.844,0.88,10.29,6.939,0.149,15
49.9828,158.2756,10.0,5.0,167,3.054,0.52,5.62,1.823,0.047,146
51.4935,159.882,32.936,4.3,19,1.709,0.81,9.31,6.917,0.177,11
28.0958,103.5573,10.0,4.3,24,7.838,0.59,12.88,1.942,0.137,15
11.5731,141.6391,10.0,5.1,43,3.735,1.05,11.23,1.888,0.052,120
37.7023,144.0108,10.0,4.6,80,3.838,0.5,9.62,1.892,0.07,62
52.7677,160.8657,36.205,4.2,46,1.367,0.94,12.14,7.923,0.093,32
48.9497,155.8422,35.0,4.2,27,4.326,0.43,6.0,1.951,0.132,16
53.1393,-166.0308,35.0,3.7,29,0.762,0.27,2.94,1.958,0.135,14
29.3306,129.4734,10.0,4.4,29,2.33,1.05,7.51,1.936,0.162,11
14.8175,147.1967,10.0,4.3,24,1.419,0.51,11.83,1.932,0.126,18
40.9078,35.1689,10.0,4.3,69,1.109,0.82,2.35,1.842,0.103,27
34.1975,87.7608,10.0,4.2,27,5.316,0.87,12.01,1.931,0.128,17
34.5429,7.6272,10.0,4.2,38,1.841,0.82,9.92,1.931,0.099,31
51.7035,160.3373,10.0,4.9,42,1.679,0.61,9.87,1.909,0.086,42
50.0259,156.9525,35.0,4.5,59,3.122,0.56,10.2,1.926,0.08,46
51.4181,159.6997,10.0,5.3,110,1.733,1.01,7.52,1.777,0.026,488
-29.6391,-177.4915,35.0,4.1,11,9.693,0.54,12.02,1.989,0.213,6
44.0317,146.4922,85.846,4.3,19,2.811,0.67,9.87,8.477,0.116,21
9.9483,125.767,63.711,4.4,34,2.866,0.65,13.5,4.398,0.107,25
51.8231,160.2184,10.0,5.0,36,1.539,0.53,6.69,1.831,0.13,19
7.3775,-78.0484,10.0,4.5,38,2.509,1.04,6.72,1.87,0.104,27
-1.0712,119.766,45.354,4.7,62,1.543,0.76,4.6,7.923,0.081,46
-33.0845,179.9225,129.447,4.3,21,4.235,0.68,8.41,7.039,0.168,14
50.6641,159.9504,10.0,4.4,61,2.497,0.64,6.78,1.802,0.073,54
19.037,145.8981,149.951,4.0,21,3.777,1.15,15.36,8.749,0.143,13
51.7916,159.2703,66.976,4.6,18,1.291,0.67,10.56,8.163,0.146,14
51.4833,160.0144,10.0,4.3,19,1.756,1.01,10.62,1.932,0.187,8
-16.9042,-173.874,10.0,4.6,28,3.597,0.67,11.24,1.596,0.128,18
