latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
50.0176,159.243,10.0,4.3,67,3.033,0.63,9.84,1.924,0.074,52
52.1241,161.0182,10.0,4.3,35,1.703,1.11,8.7,1.832,0.111,23
52.5842,160.9213,10.0,4.4,43,1.447,0.52,8.94,1.903,0.09,36
51.4339,158.7407,35.0,4.8,36,1.593,0.8,11.61,1.971,0.082,46
43.6603,147.8058,47.63,4.9,113,3.793,0.41,9.8,7.362,0.058,95
26.1958,125.128,185.198,4.6,58,1.981,0.83,7.94,7.904,0.069,71
52.5195,159.7031,16.375,6.3,29,0.815,0.67,9.45,5.247,0.116,29
-26.2598,-175.913,10.0,4.9,22,9.034,0.4,13.26,1.904,0.122,21
-57.7727,158.171,36.909,4.8,15,3.311,0.35,15.86,14.026,0.197,8
1.5747,126.5589,35.0,4.1,14,1.135,1.02,4.22,1.958,0.175,9
29.9125,80.9401,35.0,4.5,21,8.854,0.96,11.87,1.97,0.144,14
-9.5515,112.6251,36.169,4.0,14,1.852,0.81,7.13,11.179,0.164,10
52.3016,-169.4338,35.0,3.8,52,0.517,0.9,4.68,1.884,0.075,46
52.4404,160.8249,10.0,4.3,32,2.013,0.48,10.54,1.906,0.109,24
14.9218,-94.5355,10.0,4.4,38,2.678,0.71,9.25,1.928,0.098,30
49.5636,158.3593,10.0,4.3,13,3.469,0.81,15.0,1.988,0.217,6
2.5521,67.763,10.0,4.3,14,5.615,1.23,10.5,2.008,0.154,14
18.762,145.3384,236.346,4.1,17,3.528,0.27,18.81,13.401,0.165,10
49.1775,156.4662,35.0,4.8,151,4.012,0.5,9.61,1.893,0.032,307
49.8927,158.5678,10.0,4.6,60,3.135,0.5,8.7,1.887,0.076,52
1.4435,126.3517,47.856,4.4,38,1.214,1.11,5.26,8.02,0.1,29
45.4798,151.4646,38.589,5.1,98,6.94,0.71,9.34,5.039,0.035,265
51.4393,-176.7093,39.566,3.8,34,0.46,0.34,4.41,15.987,0.207,6
52.182,160.3766,10.0,4.2,43,1.349,0.83,9.51,1.914,0.093,32
24.828,97.8254,10.0,4.4,33,3.882,0.87,8.12,1.815,0.117,21
39.1454,28.1083,17.179,4.0,28,0.939,0.99,4.23,2.814,0.26,4
7.4127,127.0704,35.0,4.6,74,1.518,1.19,7.63,1.922,0.068,65
-5.439,153.1298,10.0,4.4,33,1.57,0.76,9.07,1.893,0.114,24
43.6191,147.136,40.859,5.0,128,3.323,1.04,8.45,5.418,0.023,605
55.8412,162.4201,64.891,4.4,88,3.58,0.68,9.31,6.368,0.056,94
6.9005,-46.3014,10.0,4.9,131,6.554,0.72,8.27,1.855,0.039,205
40.0254,143.5212,10.0,4.6,88,2.007,0.51,5.73,1.813,0.067,66
51.6023,159.5305,10.0,4.8,78,1.523,0.69,7.63,1.864,0.057,97
48.5218,153.455,121.27,4.6,86,5.321,0.91,9.77,7.035,0.031,319
51.6416,-176.4803,58.164,3.7,33,0.225,0.4,4.87,8.395,0.178,8
-16.0765,-172.1508,10.0,4.7,27,2.185,0.6,10.32,1.899,0.106,27
-24.5576,-179.7019,479.142,4.5,27,7.095,1.08,15.06,13.417,0.095,33
50.4992,156.6548,81.998,4.0,21,2.692,0.7,10.2,8.283,0.156,11
-17.6386,-178.6599,561.135,4.4,29,2.21,0.42,16.53,9.568,0.105,26
52.8692,160.7137,10.0,4.7,30,1.258,1.09,11.39,1.972,0.108,26
-16.4962,-177.4278,10.0,4.8,23,3.072,0.63,12.34,1.917,0.131,18
-7.5618,-79.9607,53.72,4.5,60,5.11,0.44,10.66,9.006,0.069,63
51.3318,158.3493,81.115,4.0,28,1.704,0.82,11.56,9.024,0.118,20
-44.3418,-82.2968,10.0,4.7,47,6.309,0.63,11.71,1.903,0.078,49
52.3091,160.0054,35.0,4.2,38,1.092,0.88,9.24,1.93,0.107,24
-17.4016,-171.9308,10.0,4.5,39,2.53,0.61,13.06,1.809,0.077,50
-47.8647,116.0413,10.0,4.4,21,14.948,0.74,15.26,1.92,0.13,17
14.9325,-61.4045,150.42,4.5,112,0.308,0.68,6.25,5.699,0.035,235
51.5091,156.5736,10.0,4.1,45,1.744,0.33,11.11,1.977,0.087,36
-16.5223,-177.2358,421.006,4.6,61,3.256,0.89,12.1,7.988,0.041,181
51.6356,160.2222,10.0,4.5,16,1.692,0.41,13.84,1.944,0.15,13
-17.9318,-178.3497,561.357,4.6,109,2.615,0.87,11.05,5.698,0.029,358
-7.7519,128.312,89.733,4.5,29,3.578,1.0,6.48,7.903,0.128,18
37.4258,21.5552,38.404,4.1,14,0.385,0.74,8.49,12.19,0.151,12
-4.6533,125.4787,454.25,4.4,65,2.739,0.9,10.5,8.882,0.086,39
51.9986,160.378,10.0,4.5,65,1.473,1.37,9.5,1.888,0.069,62
3.0571,-31.3417,10.0,4.9,63,9.931,0.6,10.53,1.856,0.06,87
-34.1106,179.1058,153.43,4.2,15,3.505,0.93,8.77,8.222,0.175,9
7.159,126.739,79.427,4.3,33,1.154,1.16,11.18,7.694,0.105,26
65.9909,-37.6514,10.0,4.1,52,5.289,0.89,9.72,1.974,0.079,44
9.1574,93.9195,10.0,4.6,82,4.925,0.3,8.67,1.842,0.062,79
51.316,159.9795,10.0,4.4,16,1.896,0.86,7.47,1.953,0.178,9
51.5242,159.3836,33.65,4.5,83,1.568,0.69,10.02,5.801,0.065,70
-26.5142,67.7492,10.0,4.5,18,7.84,0.5,13.17,1.897,0.145,14
60.6116,-139.8259,5.0,3.7,44,0.559,1.26,2.44,1.33,0.225,5
4.9649,126.051,76.493,4.3,41,0.615,0.74,8.03,7.579,0.088,36
