latitude,longitude,depth,mag,nst,dmin,rms,horizontalError,depthError,magError,magNst
25.2082,-109.508,10.0,4.1,23,0.576,1.15,6.74,1.938,0.12,19
-4.979,153.1751,59.418,4.4,19,1.276,0.5,10.36,8.067,0.149,13
18.5271,145.5497,216.699,4.0,27,3.276,1.14,14.47,3.864,0.119,19
52.5602,159.2722,50.646,4.7,228,0.598,0.78,8.5,6.517,0.031,307
53.0947,160.9131,28.999,4.2,40,1.368,0.61,13.34,6.624,0.099,28
51.1048,159.4435,10.0,4.6,52,1.983,1.07,10.43,1.945,0.085,41
25.2496,-99.5543,13.532,4.2,66,0.359,0.74,4.11,5.243,0.078,46
52.7932,160.9504,13.417,4.4,28,1.412,1.04,10.56,5.105,0.11,24
-20.3027,-177.7037,508.462,4.4,35,4.711,0.55,13.01,9.064,0.095,32
-3.6014,151.3586,461.007,4.5,144,0.966,0.74,9.84,6.017,0.038,202
51.3512,159.5502,10.0,4.4,28,1.764,1.16,9.86,1.914,0.107,25
-23.9907,-71.108,10.0,4.4,15,0.695,0.87,3.7,1.681,0.143,14
40.902,143.2141,31.27,5.1,96,1.113,1.06,4.25,5.57,0.065,78
53.0811,159.5427,35.0,4.9,97,0.542,0.76,8.37,1.914,0.042,181
-12.7434,169.7165,656.29,4.3,43,9.344,0.74,12.37,9.739,0.087,37
51.2367,159.6402,10.0,4.6,25,1.891,0.45,9.11,1.925,0.192,13
36.0379,70.5999,112.628,4.1,19,1.935,0.78,4.83,9.258,0.158,11
5.7178,61.6827,10.0,4.6,50,12.427,0.55,11.75,1.909,0.086,41
13.2103,145.3437,74.39,4.2,18,0.597,0.6,8.81,7.284,0.153,12
7.4839,127.4446,10.0,4.3,20,1.896,0.67,10.01,1.805,0.137,15
52.1854,160.6773,10.0,4.4,37,2.036,0.95,9.17,1.903,0.095,32
53.0277,160.7846,35.0,4.7,63,1.289,0.68,8.78,1.922,0.075,54
-58.1669,-25.5017,35.0,4.4,37,7.253,0.38,9.86,1.72,0.148,15
50.1143,157.001,37.985,4.6,85,3.03,0.69,10.69,6.683,0.064,74
19.3196,-109.041,10.0,4.0,112,1.895,0.74,8.06,1.927,0.054,92
52.2239,160.8208,10.0,4.3,33,1.547,0.91,10.87,1.973,0.105,26
10.2097,125.9317,10.0,4.5,48,3.139,0.72,8.11,1.901,0.086,40
-55.7026,-27.6201,88.876,4.7,19,5.3,0.68,12.83,7.29,0.12,21
52.5445,160.4283,35.0,4.5,30,1.182,0.8,9.49,1.93,0.118,21
-23.8747,-179.8676,503.624,4.3,41,6.401,0.58,14.86,8.899,0.109,24
52.2893,160.5716,10.0,4.3,27,1.382,1.11,12.02,1.947,0.103,27
-15.5806,-69.1962,260.68,4.5,161,1.243,0.77,9.91,6.451,0.029,351
40.8936,142.7446,46.719,4.1,38,1.162,0.7,6.49,8.998,0.12,19
40.2919,143.9546,10.0,4.4,17,1.824,0.63,7.34,1.95,0.169,12
-58.0205,-25.2757,35.0,4.5,13,16.51,1.15,14.5,1.946,0.15,13
-49.6431,122.0555,10.0,4.4,18,17.081,0.55,15.53,1.94,0.134,16
53.0113,160.7563,38.57,5.0,89,1.273,0.81,10.89,6.5,0.027,438
32.2667,142.0712,10.0,4.5,41,2.083,0.55,8.8,1.887,0.106,29
-60.2607,-62.2314,10.0,4.3,16,4.608,0.59,10.13,1.861,0.148,13
51.7951,160.6424,10.0,4.6,64,2.23,1.08,9.17,1.928,0.058,88
51.9585,160.4532,42.798,4.2,15,1.534,0.72,12.8,11.21,0.16,11
51.545,159.557,35.0,5.1,177,1.582,0.53,9.25,1.903,0.028,405
-9.623,112.8724,49.654,5.0,60,1.706,0.6,6.53,7.491,0.087,42
23.6208,100.6849,10.0,4.4,28,2.535,1.02,9.13,1.901,0.143,15
-35.4292,-71.2382,99.625,4.2,45,0.363,0.7,4.69,4.757,0.108,24
-41.1294,-91.2628,10.0,4.8,59,13.568,0.66,13.2,1.898,0.077,52
6.3234,126.8352,114.979,4.4,47,1.451,0.54,6.76,6.092,0.087,38
-52.9739,22.0891,10.0,4.6,15,20.603,0.75,13.45,1.522,0.151,14
52.0868,160.4013,10.0,4.3,19,1.422,0.36,14.75,1.992,0.154,12
52.8182,160.7089,35.0,4.2,31,1.263,0.87,6.24,1.924,0.101,27
16.4242,-59.6297,10.0,4.4,36,1.383,0.57,7.89,1.976,0.109,24
50.8553,159.0797,35.0,5.0,47,2.188,0.69,10.18,1.928,0.085,44
50.4223,156.4143,80.433,4.0,34,2.806,0.73,10.78,7.586,0.086,36
29.3266,129.2927,8.12,4.5,70,2.395,0.36,7.48,4.534,0.075,52
-37.7097,176.1683,286.641,4.4,73,0.529,1.03,7.0,5.576,0.079,57
49.9265,156.5318,69.127,4.9,144,3.269,0.79,10.1,6.215,0.044,165
52.8002,160.6336,31.954,4.5,42,1.222,1.05,10.21,5.964,0.1,29
-1.7815,133.658,10.0,4.3,23,0.585,0.74,4.85,1.928,0.147,13
-55.7008,-29.2896,76.67,4.5,20,4.382,0.7,12.32,10.024,0.121,20
-16.9629,168.5344,10.0,4.6,13,1.977,0.55,9.32,1.958,0.173,10
52.1653,161.4418,10.0,5.0,128,1.907,0.72,7.05,1.351,0.027,419
43.0876,130.9954,561.251,5.2,106,1.325,0.52,10.1,7.57,0.02,805
54.5599,-159.8372,34.724,3.6,29,0.307,0.95,7.32,6.1,0.249,4
49.0998,156.215,44.781,4.5,57,4.121,0.66,12.07,7.55,0.083,42
